Country Name,2015 Total Pop,2016 Total Pop,2017 Total Pop,2018 Total Pop,2019 Total Pop,2015 Adults (%),2016 Adults (%),2017 Adults (%),2018 Adults (%),2019 Adults (%),2015 Total Unemploment,2016 Total Unemploment,2017 Total Unemploment,2018 Total Unemploment,2019 Total Unemploment,2015 Female Unemploment,2016 Female Unemploment,2017 Female Unemploment,2018 Female Unemploment,2019 Female Unemploment,2015 Male Unemployment,2016 Male Unemployment,2017 Male Unemployment,2018 Male Unemployment,2019 Male Unemployment,2015 Total GDP,2016 Total GDP,2017 Total GDP,2018 Total GDP,2019 Total GDP,2015 Total Labor Force,2016 Total Labor Force,2017 Total Labor Force,2018 Total Labor Force,2019 Total Labor Force,2015 % Total GDP_x,2016 % Total GDP_x,2017 % Total GDP_x,2018 % Total GDP_x,2019 % Total GDP_x,"2015 % Spending/Student, Primary_x","2016 % Spending/Student, Primary_x","2017 % Spending/Student, Primary_x","2018 % Spending/Student, Primary_x","2019 % Spending/Student, Primary_x","2015 % Spending/Student, Secondary_x","2016 % Spending/Student, Secondary_x","2017 % Spending/Student, Secondary_x","2018 % Spending/Student, Secondary_x","2019 % Spending/Student, Secondary_x","2015 % Spending/Student, Tertiary_x","2016 % Spending/Student, Tertiary_x","2017 % Spending/Student, Tertiary_x","2018 % Spending/Student, Tertiary_x","2019 % Spending/Student, Tertiary_x",2015 % Total GDP_y,2016 % Total GDP_y,2017 % Total GDP_y,2018 % Total GDP_y,2019 % Total GDP_y,"2015 % Spending/Student, Primary_y","2016 % Spending/Student, Primary_y","2017 % Spending/Student, Primary_y","2018 % Spending/Student, Primary_y","2019 % Spending/Student, Primary_y","2015 % Spending/Student, Secondary_y","2016 % Spending/Student, Secondary_y","2017 % Spending/Student, Secondary_y","2018 % Spending/Student, Secondary_y","2019 % Spending/Student, Secondary_y","2015 % Spending/Student, Tertiary_y","2016 % Spending/Student, Tertiary_y","2017 % Spending/Student, Tertiary_y","2018 % Spending/Student, Tertiary_y","2019 % Spending/Student, Tertiary_y",2015 Total Literacy,2016 Total Literacy,2017 Total Literacy,2018 Total Literacy,2019 Total Literacy,2015 Male Literacy,2016 Male Literacy,2017 Male Literacy,2018 Male Literacy,2019 Male Literacy,2015 Female Literacy,2016 Female Literacy,2017 Female Literacy,2018 Female Literacy,2019 Female Literacy,2015 Happiness Score,2016 Happiness Score,2017 Happiness Score,2018 Happiness Score,2019 Happiness Score
Canada,35702908.0,36109487.0,36543321.0,37057765.0,37589262.0,67.95488432,67.64695567,67.28747162,66.89774245,66.50620337,6.906000137,6.999000072,6.340000152999999,5.8309998510000005,5.56400013,6.284999847000001,6.237999916000001,5.848999977,5.492000103,5.263000011,7.459000111,7.6779999729999995,6.78000021,6.136000156000001,5.835999966,1556130000000.0,1528240000000.0,1649880000000.0,1716260000000.0,1736430000000.0,19679325.0,19887912.0,20164604.0,20344918.0,20583847.0,,,,,,17.56737,,,,,,,,,,36.93396,31.44008,,,,,,,,,17.56737,,,,,,,,,,36.93396,31.44008,,,,,,,,,,,,,,,,,,,7.4270000000000005,7.404,7.315999985,7.327999999999999,7.278
Central African Republic,4493170.0,4537687.0,4596028.0,4666377.0,4745185.0,51.96418119,52.21238314,52.52216971,52.87990574,53.26519409,3.864000082,3.8190000060000004,3.74000001,3.664000034,3.680000067,3.769000053,3.707999945,3.624000072,3.5520000460000003,3.5650000569999998,3.9440000060000004,3.911000013,3.836999893,3.757999897,3.776000023,1695825708.0,1825018191.0,2072350151.0,2220978978.0,2220307369.0,1791677.0,1811923.0,1838756.0,1871101.0,1914794.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.395820617675795,,,,,49.514591217040994,,,,,25.7563800811768,,3.678,,2.6930000780000003,3.083,3.083
Chad,14110975.0,14561666.0,15016773.0,15477751.0,15946876.0,49.71862681,49.90749681,50.13270845,50.39318107,50.68741364,1.832999945,1.855999947,1.84800005,1.838000059,1.8910000319999998,1.56099999,1.582000017,1.625,1.64199996,1.70599997,2.058000088,2.084000111,2.0329999919999997,2.003000021,2.046000004,10950392220.0,10097778354.0,10000395242.0,11239167048.0,11314951343.0,5221720.0,5408037.0,5597518.0,5788876.0,5995556.0,,,2.454819918,,,,,,,,,,,,,,,,,,,,2.454819918,,,,,,,,,,,,,,,,,,26.002990722656303,22.3115501403809,,,,38.9182014465332,31.328790664672894,,,,13.9334096908569,13.955229759216301,,,,3.667,3.763,3.9360001089999996,4.301,4.35
Chile,17969353.0,18209068.0,18470439.0,18729160.0,18952038.0,68.83656301,68.82224834,68.78390925,68.71629587,68.62418701,6.507999897,6.737999916000001,6.958000182999999,7.232999802,7.090000152999999,7.137000083999999,7.261000156000001,7.454999924,7.979000092000001,7.702000141,6.06400013,6.366000175,6.599999905,6.6880002020000004,6.642000198,243919000000.0,250440000000.0,277045000000.0,298258000000.0,282318000000.0,8861615.0,9001237.0,9208644.0,9391133.0,9557893.0,4.875309944,5.342010021,5.41945982,,,15.18748,18.29521,18.38536,,,16.63683,18.48666,18.68243,,,18.41495,19.98293,20.25927,,,4.875309944,5.342010021,5.41945982,,,15.18748,18.29521,18.38536,,,16.63683,18.48666,18.68243,,,18.41495,19.98293,20.25927,,,96.8741302490234,,96.40228271484379,,,97.02468872070308,,96.4806289672852,,,96.74395751953129,,96.3340225219727,,,6.67,6.705,6.65199995,6.476,6.444
China,1371220000.0,1378665000.0,1386395000.0,1392730000.0,1397715000.0,72.61433377,72.20275277,71.71751844,71.20211371,70.72329863,4.629000187,4.534999847,4.440999985,4.276000023,4.320000172,4.012000083999999,3.928999901,3.8469998839999997,3.703000069,3.726999998,5.114999771,5.010000229,4.90500021,4.722000122,4.78000021,11061600000000.0,11233300000000.0,12310400000000.0,13894800000000.0,14342900000000.0,784597090.0,784950069.0,784839482.0,783424134.0,781074570.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.8408889770508,,,,,98.4665374755859,,,,,95.15933227539058,,5.14,5.245,5.2729997630000005,5.246,5.191
Colombia,47520667.0,48175048.0,48909844.0,49661056.0,50339443.0,67.77563749,68.0179463,68.24399892,68.444057,68.61338533,8.298999786,8.692000389,8.871999741,9.111000061,9.706999779,10.84000015,11.20400047,11.51299953,11.79399967,12.713000300000001,6.361999989,6.78000021,6.866000175,7.092000007999999,7.445000172,293482000000.0,282825000000.0,311884000000.0,333569000000.0,323616000000.0,25054953.0,25431103.0,25864779.0,26235604.0,26787864.0,4.470389843,4.477210045,4.535510063,4.457489967,,17.41694,17.44523,17.84725,16.98989,,15.68956,15.635879999999998,17.26919,17.64699,,19.8043,20.69567,20.39852,21.64385,,4.470389843,4.477210045,4.535510063,4.457489967,,17.41694,17.44523,17.84725,16.98989,,15.68956,15.635879999999998,17.26919,17.64699,,19.8043,20.69567,20.39852,21.64385,,94.2450485229492,94.6538467407227,,95.0925064086914,,94.06317138671879,94.40228271484379,,94.8518295288086,,94.4158172607422,94.8902206420898,,95.3189163208008,,6.477,6.481,6.3569998739999996,6.26,6.125
Comoros,777424.0,795592.0,813892.0,832322.0,850886.0,56.96479656,57.09911613,57.26460022,57.45456686,57.65872279,4.493000031,4.4499998089999995,4.375,4.302000046,4.335999966,4.860000134,4.837999821,4.748000145,4.665999889,4.702000141,4.230999947,4.171999931,4.105999947,4.038000107,4.070000172,966029542.0,1012835518.0,1077439663.0,1178530758.0,1165839927.0,199105.0,204984.0,211006.0,217181.0,223593.0,2.5450599190000003,,,,,,,,,,,,,,,,,,,,2.5450599190000003,,,,,,,,,,,,,,,,,,,,,,,58.81702041625979,,,,,64.6442031860352,,,,,52.956390380859396,,3.9560000000000004,3.9560000000000004,,,3.9730000000000003
"Congo, Dem. Rep.",76244544.0,78789127.0,81398764.0,84068091.0,86790567.0,50.63821747,50.63351317,50.69676857,50.81651729,50.98166141,4.4060001369999995,4.3569998739999996,4.2729997630000005,4.19299984,4.236000061,3.562000036,3.487999916,3.426000118,3.3529999260000003,3.4040000439999996,5.196000099,5.171000004,5.066999912,4.980999947,5.013999939,37917704900.0,37134799975.0,38019265626.0,46831342213.0,50400746171.0,26127406.0,26995422.0,27898477.0,28829943.0,29741906.0,2.170439959,2.118690014,1.454949975,,,,,,,,,,,,,,,,,,2.170439959,2.118690014,1.454949975,,,,,,,,,,,,,,,,,,,77.0426788330078,,,,,88.52468872070308,,,,,66.49997711181639,,,,3.989,4.236000000000001,4.290999889,4.559,4.812
"Congo, Rep.",4856095.0,4980999.0,5110702.0,5244363.0,5380508.0,55.27628681,55.318695299999995,55.41263957,55.554778000000006,55.74133520000001,9.911999702000001,9.857999802,9.762999535,9.670000076,9.472000122,10.7670002,10.58199978,10.36100006,10.26500034,10.10499954,9.093000412,9.163999557,9.18900013,9.097000122,8.862999916,11953249530.0,10335424288.0,11198674674.0,13518403447.0,12267392147.0,1960470.0,2013099.0,2068663.0,2124852.0,2184551.0,4.561470032,,5.46505022,3.511049986,,,,,,,,,,,,,,,,,4.561470032,,5.46505022,3.511049986,,,,,,,,,,,,,,,,,,,,80.2987594604492,,,,,86.07650756835942,,,,,74.61875915527341,,4.5169999999999995,4.272,4.28000021,4.245,4.418
Costa Rica,4847804.0,4899345.0,4949954.0,4999441.0,5047561.0,69.16721468,69.18392152,69.17211756,69.12540822,69.04092888,8.998999596,8.597999573,8.142000198,9.631999968999999,11.85400009,11.15299988,10.83899975,10.29300022,12.19200039,14.84599972,7.603000164,7.22300005,6.818999767,8.003000259,9.93900013,54775994479.0,57157992434.0,58481858043.0,60553901420.0,61801385049.0,2338013.0,2272972.0,2336778.0,2445858.0,2473778.0,7.082540035,7.097680092,7.315720081,6.978569984,7.048759937000001,26.71543,24.86943,22.2852,20.82721,,25.12593,24.03879,24.67935,21.14089,,35.07591,36.69091,38.63966,37.51487,,7.082540035,7.097680092,7.315720081,6.978569984,7.048759937000001,26.71543,24.86943,22.2852,20.82721,,25.12593,24.03879,24.67935,21.14089,,35.07591,36.69091,38.63966,37.51487,,,,,97.8637924194336,,,,,97.8023529052734,,,,,97.92443084716801,,7.226,7.087000000000001,7.078999996,7.072,7.167000000000001
Croatia,4203604.0,4174349.0,4124531.0,4087843.0,4067500.0,66.21314502,65.95282709,65.53958216,65.04262698,64.57764368,16.17499924,13.10299969,11.20800018,8.43200016,6.934999942999999,16.89800072,13.7869997,11.90499973,9.340000153,8.644000053,15.54699993,12.51399994,10.61100006,7.644000052999999,5.4499998089999995,49525747504.0,51601147666.0,55481644098.0,61375222347.0,60752588976.0,1887533.0,1828434.0,1821368.0,1794730.0,1778668.0,,,3.917129993,,,,,,,,,,,,,,,,,,,,3.917129993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7589999999999995,5.4879999999999995,5.293000221000001,5.321000000000001,5.432
Cyprus,1160985.0,1170187.0,1179680.0,1189265.0,1198575.0,70.27145054,70.00342679999999,69.74801598,69.49309027,69.24464468,14.90799999,12.94999981,11.05200005,8.369999886,7.274000168,14.76599979,13.33300018,11.26900005,8.755000114,8.121999741,15.03199959,12.62100029,10.86499977,8.041000366,6.547999859,19842404305.0,20953442550.0,22729184365.0,25309818139.0,24948935408.0,604302.0,603072.0,611083.0,625713.0,629536.0,6.346360207000001,6.163799762999999,5.777190208,,,32.18788,31.88086,,,,39.39051,39.29112,,,,29.2699,26.51745,,,,6.346360207000001,6.163799762999999,5.777190208,,,32.18788,31.88086,,,,39.39051,39.29112,,,,29.2699,26.51745,,,,,,,,,,,,,,,,,,,5.689,5.546,5.620999812999999,5.7620000000000005,6.046
Czech Republic,10546059.0,10566332.0,10594438.0,10629928.0,10669709.0,66.89083524,66.27224569,65.61791833,64.99251759,64.47630503,5.046000004,3.950999975,2.890000105,2.243000031,1.9329999690000002,6.073999882000001,4.670000076,3.5789999960000003,2.802999973,2.3840000630000002,4.2319998739999996,3.378000021,2.336999893,1.791000009,1.5670000309999998,188033000000.0,196272000000.0,218629000000.0,248909000000.0,250681000000.0,5337426.0,5388569.0,5419544.0,5453301.0,5445535.0,5.788849831,5.587379932,3.854020119,,,14.94718,13.8679,,,,23.6677,22.30415,,,,20.98863,20.34101,,,,5.788849831,5.587379932,3.854020119,,,14.94718,13.8679,,,,23.6677,22.30415,,,,20.98863,20.34101,,,,,99.8330307006836,,,,,99.79583740234379,,,,,99.8684310913086,,,,6.505,6.596,6.609000206,6.711,6.852
Denmark,5683483.0,5728010.0,5764980.0,5793636.0,5818553.0,64.10939592,63.98027856,63.84881462,63.7287848,63.63378215,6.168000221000001,6.181000233,5.743000031,4.974999905,4.913000107,6.443999767,6.638999939,5.93599987,5.149000168,5.193999767,5.922999859,5.7680001260000004,5.568999767,4.81799984,4.65899992,302673000000.0,313116000000.0,332121000000.0,356879000000.0,350104000000.0,2931334.0,3024663.0,2986512.0,3014756.0,3026441.0,,,7.816080092999999,,,,,,,,,,,,,,,,,,,,7.816080092999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.527,7.526,7.521999836,7.555,7.6
Djibouti,913993.0,929112.0,944097.0,958920.0,973560.0,65.12697581,65.27921284,65.56145065,65.89830466,66.1859567,10.58399963,10.51000023,10.38199997,10.25699997,10.29500008,10.83699989,10.72999954,10.50699997,10.35700035,10.40200043,10.41800022,10.36600018,10.30000019,10.18999958,10.22399998,2430287967.0,2603554907.0,2751461056.0,3012820410.0,3324634256.0,383775.0,391027.0,398751.0,406696.0,415214.0,3.590240002,3.924390078,3.748559952,3.627739906,,,37.32327,,,,1.03886,0.72783,,,,,,,,,3.590240002,3.924390078,3.748559952,3.627739906,,,37.32327,,,,1.03886,0.72783,,,,,,,,,,,,,,,,,,,,,,,,4.369,,,,
Dominican Republic,10281680.0,10397743.0,10513131.0,10627165.0,10738958.0,64.66184515,64.77723382,64.86939538,64.94005302,64.99291644,7.605000018999999,7.282999992000001,5.831999778999999,5.738999843999999,5.84499979,10.90499973,10.73099995,8.121999741,8.074999809,8.279000282,5.480999947000001,5.026000023,4.320000172,4.1690001489999995,4.201000214,71164825258.0,75704720190.0,79997975623.0,85555378044.0,88941299734.0,4663162.0,4763649.0,4838602.0,4917459.0,4993453.0,,,,,,14.92318,15.807520000000002,14.612229999999998,16.18636,,14.26615,14.91552,18.7182,15.09618,,,,,,,,,,,,14.92318,15.807520000000002,14.612229999999998,16.18636,,14.26615,14.91552,18.7182,15.09618,,,,,,,91.9912109375,93.7784576416016,,,,91.6507110595703,93.7936019897461,,,,92.3210601806641,93.76412963867192,,,,4.885,5.155,5.230000018999999,5.3020000000000005,5.425
Ecuador,16212020.0,16491115.0,16785361.0,17084357.0,17373662.0,64.33873755,64.5292714,64.68725933,64.81411827,64.92083246,3.6159999369999998,4.597000122,3.835999966,3.529999971,3.967999935,4.524000168,5.848999977,4.928999901,4.400000095,4.958000183,3.023000002,3.726000071,3.0690000060000004,2.928999901,3.2829999919999997,99290381000.0,99937696000.0,104296000000.0,107562000000.0,107436000000.0,7645634.0,8042861.0,8305745.0,8365114.0,8545537.0,4.998700142,,,,,9.43166,9.51098,,,,5.079280000000002,5.2853,,,,52.67572,,,,,4.998700142,,,,,9.43166,9.51098,,,,5.079280000000002,5.2853,,,,52.67572,,,,,94.45565795898442,94.35022735595699,92.8297882080078,,,95.7262191772461,95.4450225830078,93.77906036376949,,,93.25662231445308,93.3145294189453,92.0866928100586,,,5.975,5.976,6.007999897,5.973,6.028
Egypt,92442547.0,94447072.0,96442593.0,98423595.0,100388073.0,61.58430923,61.20794447,61.03653001,60.97149994,60.88883686,13.05200005,12.40699959,11.73700047,11.59200001,10.76000023,24.9109993,23.68300056,23.08699989,22.99500084,22.14999962,9.428999901000001,8.876000404,8.251999855,8.088000297999999,7.239999771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.194,4.362,4.735000134,4.419,4.166
El Salvador,6325124.0,6356143.0,6388122.0,6420744.0,6453553.0,63.87187034,64.22193459,64.44966802,64.58082908,64.67197217,3.997999907,4.418000221000001,4.385000229,4.006000042,4.110000134,3.473999977,3.851999998,4.006000042,3.750999928,3.578000069,4.375999928,4.831999778999999,4.657999992,4.18900013,4.493999958,23438240000.0,24191440000.0,24979200000.0,26117400000.0,27022640000.0,2665700.0,2729547.0,2743560.0,2757089.0,2789514.0,3.909879923,3.825239897,3.725229979,3.592420101,,13.55766,16.15496,16.03698,16.10453,,13.09878,15.0163,15.53204,15.0804,,10.84972,10.8018,12.01038,11.12942,,3.909879923,3.825239897,3.725229979,3.592420101,,13.55766,16.15496,16.03698,16.10453,,13.09878,15.0163,15.53204,15.0804,,10.84972,10.8018,12.01038,11.12942,,87.9698486328125,88.1417694091797,88.4827117919922,89.0085983276367,,90.0099411010742,90.2992706298828,90.63137817382808,91.1023406982422,,86.21710205078129,86.32642364501949,86.6736373901367,87.23413848876949,,6.13,6.068,6.002999783,6.167000000000001,6.252999999999999
Estonia,1315407.0,1315790.0,1317384.0,1321977.0,1326590.0,65.04749777,64.81120538,64.46494213,64.01656941,63.54492294,6.1869997979999996,6.762000083999999,5.760000229,5.366000175,5.114999771,6.133999825,6.065999985,5.298999786,5.31799984,4.96600008,6.236000061,7.414000034,6.190999985,5.409999847000001,5.254000187,23048864243.0,24259552889.0,26951648829.0,30631142227.0,31471100656.0,686173.0,695266.0,703684.0,705816.0,704366.0,5.106850147,5.170539856,4.973380089,,,19.99539,20.29085,,,,22.25324,21.17125,,,,33.95498,36.92339000000001,,,,5.106850147,5.170539856,4.973380089,,,19.99539,20.29085,,,,22.25324,21.17125,,,,33.95498,36.92339000000001,,,,,,,,,,,,,,,,,,,5.428999999999999,5.517,5.611000061,5.739,5.893
Ethiopia,100835458.0,103603501.0,106400024.0,109224559.0,112078730.0,54.37154756,54.806239,55.26137124,55.7158851,56.14686837,2.194999933,2.167999983,2.119999886,2.075000048,2.08100009,2.901000023,2.8570001130000002,2.8110001089999996,2.746000051,2.7560000419999997,1.5900000330000001,1.574000001,1.5230000019999999,1.491999984,1.493999958,64589334979.0,74296618481.0,81770791971.0,84269348327.0,95912590628.0,46718750.0,48240655.0,49804178.0,51412462.0,53195214.0,4.737919807,,,,,7.8768600000000015,,,,,16.76439,,,,,,,,,,4.737919807,,,,,7.8768600000000015,,,,,16.76439,,,,,,,,,,,,51.7711791992188,,,,,59.24145889282229,,,,,44.4233818054199,,,4.512,4.508,4.460000038,4.35,4.2860000000000005
Finland,5479531.0,5495303.0,5508214.0,5515525.0,5520314.0,63.36096879,62.87518101,62.47008231,62.13402948,61.84301383,9.376000404,8.81799984,8.640000342999999,7.361000061,6.59499979,8.842000008,8.581999779,8.388999939,7.297999859,6.296000004,9.875,9.036999702000001,8.871999741,7.4190001489999995,6.872000217,234440000000.0,240608000000.0,255232000000.0,275947000000.0,269296000000.0,2695658.0,2688556.0,2709345.0,2742737.0,2739091.0,7.032080173,6.851530075,6.376210212999999,,,21.99535,21.50883,,,,25.80386,24.75238,,,,34.49292,33.93205,,,,7.032080173,6.851530075,6.376210212999999,,,21.99535,21.50883,,,,25.80386,24.75238,,,,34.49292,33.93205,,,,,,,,,,,,,,,,,,,7.406000000000001,7.412999999999999,7.468999863,7.632000000000001,7.769
France,66548272.0,66724104.0,66864379.0,66965912.0,67059887.0,62.76647242,62.470344499999996,62.22117654,62.00891081,61.80647185,10.35900021,10.05700016,9.397000313,9.059000015,8.427000046,9.880999565,9.852000237,9.336000443,9.097000122,8.36400032,10.79599953,10.24400043,9.454000472999999,9.022999763,8.484999657000001,2438210000000.0,2471290000000.0,2595150000000.0,2787860000000.0,2715520000000.0,30138027.0,30197208.0,30236456.0,30391825.0,30386432.0,,,5.451600075,,,17.539579999999994,17.3647,,,,26.46082,26.28009,,,,32.96949,31.62493,,,,,,5.451600075,,,17.539579999999994,17.3647,,,,26.46082,26.28009,,,,32.96949,31.62493,,,,,,,,,,,,,,,,,,,6.575,6.478,6.441999912000001,6.489,6.5920000000000005
Gabon,1947686.0,2007873.0,2064823.0,2119275.0,2172579.0,60.04053015,59.80552555,59.59324359,59.41022284,59.27572714,20.26000023,20.1590004,19.98200035,19.80699921,20.00399971,28.71800041,28.55500031,28.26600075,28.10099983,28.50699997,14.52099991,14.501000400000002,14.43299961,14.27700043,14.29300022,14383107714.0,14023890620.0,14929488771.0,16862282414.0,16874450215.0,636572.0,659706.0,681829.0,702504.0,721924.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.6671600341797,,,,,85.8523483276367,,,,,83.4239730834961,,3.8960000000000004,4.121,4.465000153,4.758,4.7989999999999995
Georgia,3725276.0,3727505.0,3728004.0,3726549.0,3720382.0,66.68471588,66.25135414,65.79735257,65.33926797,64.90751896,16.50600052,16.60400009,13.93900013,13.78499985,14.39799976,13.90100002,12.53100014,12.69099998,12.54699993,12.88000011,18.68000031,19.91300011,14.95400047,14.79399967,15.63500023,14953950557.0,15141758567.0,16242916916.0,17599700091.0,17477255546.0,2090740.0,2059913.0,2051071.0,2040890.0,2032911.0,,3.593869925,3.574429989,3.52105999,,,,,,,,,,,,,11.44,10.02091,,,,3.593869925,3.574429989,3.52105999,,,,,,,,,,,,,11.44,10.02091,,,,,99.3642578125,,,,,99.4375228881836,,,,,99.2947463989258,,,4.297,4.252,4.285999775,4.34,4.519
Germany,81686611.0,82348669.0,82657002.0,82905782.0,83132799.0,65.56447055,65.39599085,65.17782359,64.9170079,64.6375192,4.624000072,4.122000217,3.746000051,3.3840000630000002,3.042999983,4.21999979,3.7409999369999998,3.3150000569999998,2.910000086,2.6940000060000004,4.97300005,4.451000214,4.118000031,3.792000055,3.342999935,3356240000000.0,3467500000000.0,3682600000000.0,3963770000000.0,3861120000000.0,42592924.0,43055076.0,43289005.0,43560137.0,43577709.0,4.834980011,4.840219975,4.905119896,,,17.50845,17.44257,,,,23.00137,22.95939,,,,33.95677,33.58129,,,,4.834980011,4.840219975,4.905119896,,,17.50845,17.44257,,,,23.00137,22.95939,,,,33.95677,33.58129,,,,,,,,,,,,,,,,,,,6.75,6.994,6.951000214,6.965,6.985
Ghana,27849205.0,28481946.0,29121471.0,29767108.0,30417856.0,58.80449011,58.94660284,59.13016395,59.33504041,59.53780569,6.806000233,5.4499998089999995,4.22300005,4.157000065,4.3309998510000005,6.565999985,5.433000087999999,4.385000229,4.251999855,4.464000225,7.013000011,5.464000225,4.081999778999999,4.073999882,4.21600008,48564863888.0,55009730600.0,58998132330.0,65556464048.0,66983634224.0,11708016.0,12006769.0,12304378.0,12611514.0,12917053.0,4.510890007,4.486830235,3.617980003,3.989439964,,,,,,,,,,,,,,,,,4.510890007,4.486830235,3.617980003,3.989439964,,,,,,,,,,,,,,,,,,,,79.0396423339844,,,,,83.5245819091797,,,,,74.4743881225586,,4.633,4.276,4.1199998860000004,4.657,4.996
Greece,10820883.0,10775971.0,10754679.0,10732882.0,10716322.0,64.61915148,64.51476823,64.39583895,64.27348306,64.16193128,24.89699936,23.53899956,21.48800087,19.29199982,17.23800087,28.89299965,28.14299965,26.11499977,24.29000092,22.01600075,21.74699974,19.88899994,17.84900093,15.40699959,13.51599979,196591000000.0,195222000000.0,203588000000.0,218138000000.0,209853000000.0,4825534.0,4821995.0,4812433.0,4804346.0,4776602.0,,,,,,20.20131,20.26908,,,,23.52266,23.02147,,,,11.19976,,,,,,,,,,20.20131,20.26908,,,,23.52266,23.02147,,,,11.19976,,,,,,,,97.9359512329102,,,,,98.50704956054692,,,,,97.3940963745117,,4.857,5.033,5.2270002369999995,5.358,5.287000000000001
Guatemala,15567419.0,15827690.0,16087418.0,16346950.0,16604026.0,59.26100031,59.74785981,60.25278792,60.752532099999996,61.21168353,2.5060000419999997,2.582999945,2.461999893,2.40199995,2.459000111,3.5409998889999996,3.4719998839999997,3.5220000739999997,3.467999935,3.4119999410000004,1.996000051,2.125999928,1.93900001,1.8739999530000002,1.988000035,62186186576.0,66053725049.0,71612352645.0,73118147941.0,76710355347.0,6097908.0,6307795.0,6498737.0,6680520.0,6847286.0,3.030329943,2.944740057,2.951819897,3.140929937,3.2121999260000003,10.06501,11.08353,11.36856,11.88315,,5.06996,5.12475,5.09271,5.42101,,18.05949,,,,,3.030329943,2.944740057,2.951819897,3.140929937,3.2121999260000003,10.06501,11.08353,11.36856,11.88315,,5.06996,5.12475,5.09271,5.42101,,18.05949,,,,,,,,,,,,,,,,,,,,6.122999999999999,6.324,6.453999996,6.382000000000001,6.436
Guinea,11432088.0,11738441.0,12067539.0,12414318.0,12771246.0,52.08652173,52.46573455,52.84481425,53.22380421,53.60810527,4.434000015,4.392000198,4.31799984,4.247000217,4.296000004,3.457999945,3.4930000310000002,3.325999975,3.286000013,3.315999985,5.597000122000001,5.465000152999999,5.506000042,5.400000095,5.461999893,8794202444.0,8595955581.0,10324668267.0,10907214994.0,12296665331.0,3915430.0,4029992.0,4151690.0,4285745.0,4444072.0,2.517139912,2.544559956,2.31765008,2.3159399030000003,,,6.812689999999999,,,,,,,,,,,,,,2.517139912,2.544559956,2.31765008,2.3159399030000003,,,6.812689999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.656,3.6069999999999998,3.5069999689999998,3.964,4.534
Haiti,10695542.0,10839970.0,10982366.0,11123176.0,11263077.0,60.98774611,61.26775259,61.54011804,61.80835189,62.07774305,13.96500015,13.88099957,13.73499966,13.59200001,13.78100014,17.04100037,16.95299911,16.77300072,16.61499977,16.69300079,11.19799995,11.12100029,11.00800037,10.87800026,11.16300011,14857386164.0,13723267961.0,14213814583.0,15965670198.0,14332163266.0,4664609.0,4768066.0,4871279.0,4975289.0,5080581.0,3.1572299,2.449589968,2.6894500260000003,2.780469894,,,,,,,,,,,,,,,,,3.1572299,2.449589968,2.6894500260000003,2.780469894,,,,,,,,,,,,,,,,,,61.691349029540994,,,,,65.27764892578129,,,,,58.3005218505859,,,,4.518,4.0280000000000005,3.6029999260000003,3.582,3.597
Honduras,9112916.0,9270795.0,9429013.0,9587522.0,9746117.0,61.94650538,62.55904699,63.09407994,63.56850081,64.01238565,6.146999836,6.727000237,5.527999877999999,5.647999763,5.386000156000001,8.960000037999999,9.031000137000001,8.015999793999999,7.241000175,7.002999783,4.512000083999999,5.383999825,4.125999928,4.665999889,4.387000083999999,20979767785.0,21717622071.0,23136232230.0,24024189736.0,25095395475.0,4020478.0,4109395.0,4273483.0,4499704.0,4614041.0,6.4129700660000015,,,6.06746006,,,,,,,,,,,,40.93656,,,,,6.4129700660000015,,,6.06746006,,,,,,,,,,,,40.93656,,,,,87.90682983398442,88.9874801635742,,87.2052383422852,,87.9220809936523,89.04894256591801,,87.1376419067383,,87.8936996459961,88.9348602294922,,87.2655563354492,,4.788,4.871,5.181000233,5.504,5.86
Hong Kong,7291300.0,7336600.0,7391700.0,7451000.0,7507400.0,73.64606103,73.05036679999999,72.21830628,71.2240546,70.17503941,3.319999933,3.390000105,3.089999914,2.9030001160000003,3.628999949,3.190999985,3.078000069,2.773999929,2.6159999369999998,3.1979999539999997,3.441999912,3.687000036,3.3949999810000002,3.1809999939999996,4.048999786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.474,5.457999999999999,,5.43,5.43
