,Country Name,2015 Total Pop,2016 Total Pop,2017 Total Pop,2018 Total Pop,2019 Total Pop,2015 Adults (%),2016 Adults (%),2017 Adults (%),2018 Adults (%),2019 Adults (%),2015 Total Unemploment,2016 Total Unemploment,2017 Total Unemploment,2018 Total Unemploment,2019 Total Unemploment,2015 Female Unemploment,2016 Female Unemploment,2017 Female Unemploment,2018 Female Unemploment,2019 Female Unemploment,2015 Male Unemployment,2016 Male Unemployment,2017 Male Unemployment,2018 Male Unemployment,2019 Male Unemployment
0,Aruba,104341.0,104872.0,105366.0,105845.0,106314.0,69.1597742018957,69.1376153787474,68.94633942638039,68.6466058859653,68.3211994657336,,,,,,,,,,,,,,,
1,Afghanistan,34413603.0,35383128.0,36296400.0,37172386.0,38041754.0,52.644298825670795,53.2079642015981,53.7632225246819,54.3248975483403,54.9119343971364,11.387000083923303,11.312999725341802,11.184000015258801,11.057000160217301,11.1180000305176,14.427000045776401,14.3140001296997,14.0900001525879,13.9060001373291,14.003999710083,10.684000015258801,10.571000099182099,10.4160003662109,10.2869997024536,10.331000328063999
2,Angola,27884381.0,28842484.0,29816748.0,30809762.0,31825295.0,50.6151669639,50.6856291078069,50.8077871356001,50.9747016426956,51.17863322241,7.28200006484985,7.22300004959106,7.11899995803833,7.019000053405759,6.8860001564025906,7.6810002326965305,7.5630002021789595,7.46700000762939,7.3270001411438,6.94199991226196,6.88299989700317,6.881999969482419,6.769000053405759,6.70800018310547,6.82999992370605
3,Albania,2880703.0,2876101.0,2873457.0,2866376.0,2854191.0,68.7047247322534,68.66009247383799,68.6426142157412,68.5823903647225,68.3978052821376,17.0799999237061,15.220000267028801,13.75,12.3400001525879,12.331000328064,17.097999572753903,14.572999954223599,12.562999725341802,11.229000091552699,11.604000091552699,17.068000793457,15.6780004501343,14.5900001525879,13.126999855041499,12.8459997177124
4,Andorra,78011.0,77297.0,77001.0,77006.0,77142.0,,,,,,,,,,,,,,,,,,,,
5,Arab World,396028278.0,404024435.0,411898967.0,419790591.0,427870270.0,62.714050957459,62.6594559433802,62.64962780951279,62.661687490051406,62.672706140334995,10.6753196937496,10.450944914784198,10.6413131629946,10.563344261297301,10.3369462233629,20.0161802509865,19.968724326674,20.3613957535028,20.3821938881905,19.9541998525712,8.19390895838925,7.89839873941893,8.097088217644941,7.998258533349191,7.82401188172669
6,United Arab Emirates,9262900.0,9360980.0,9487203.0,9630959.0,9770529.0,84.9027410422222,84.6274962664165,84.46089959285159,84.31148964500841,84.130838770347,1.9099999666213998,1.6360000371933001,2.46300005912781,2.22900009155273,2.34800004959106,4.70300006866455,4.19999980926514,7.1360001564025906,6.1869997978210405,6.0460000038147,1.37399995326996,1.11899995803833,1.4800000190734899,1.39100003242493,1.55900001525879
7,Argentina,43131966.0,43590368.0,44044811.0,44494502.0,44938712.0,64.0600197569769,64.0605666116429,64.0835225051061,64.1212772887989,64.1613658498285,7.75,7.9770002365112305,8.34700012207031,9.22000026702881,9.788999557495119,8.85099983215332,9.11800003051758,9.46399974822998,10.5380001068115,10.921999931335401,6.96500015258789,7.150000095367429,7.52699995040894,8.22599983215332,8.9350004196167
8,Armenia,2925553.0,2936146.0,2944809.0,2951776.0,2957731.0,69.0425707549991,68.76105829995339,68.4489663273217,68.11276041799,67.7503802746092,18.260999679565398,17.617000579834002,17.7049999237061,17.496000289917,16.9899997711182,19.252000808715803,17.4839992523193,17.4710006713867,17.1989994049072,17.2950000762939,17.3859996795654,17.7310009002686,17.9060001373291,17.7509994506836,16.7290000915527
9,American Samoa,55812.0,55741.0,55620.0,55465.0,55312.0,,,,,,,,,,,,,,,,,,,,
10,Antigua and Barbuda,93566.0,94527.0,95426.0,96286.0,97118.0,69.26875146955089,69.2320712600633,69.1928824429401,69.1190827326922,68.9903004592352,,,,,,,,,,,,,,,
11,Australia,23815995.0,24190907.0,24601860.0,24982688.0,25364307.0,66.2580494091257,65.9065730162399,65.5309417025767,65.1529077338752,64.8033515429272,6.05399990081787,5.71000003814697,5.59100008010864,5.2979998588562,5.26800012588501,6.07299995422363,5.77899980545044,5.6680002212524405,5.31799983978271,5.32800006866455,6.03900003433228,5.65100002288818,5.525000095367429,5.2810001373291,5.21500015258789
