Country Name,2015 Total Completion %,2016 Total Completion %,2017 Total Completion %,2018 Total Completion %,2019 Total Completion %,2015 Male Completion %,2016 Male Completion %,2017 Male Completion %,2018 Male Completion %,2019 Male Completion %,2015 Female Completion %,2016 Female Completion %,2017 Female Completion %,2018 Female Completion %,2019 Female Completion %
Spain,103.35968017578101,101.209732055664,100.572547912598,98.5260162353516,,103.00016784668001,100.74620819091801,99.82257080078129,98.0320587158203,,103.740058898926,101.70184326171899,101.37004089355499,99.0522613525391,
Estonia,98.7666397094727,96.442626953125,97.23143768310551,96.6946334838867,,98.4860610961914,94.7820663452148,97.0480194091797,97.84900665283199,,99.0616607666016,98.1906280517578,97.42516326904301,95.4714736938477,
Ethiopia,54.1109008789063,,,,,55.2102584838867,,,,,52.9904708862305,,,,
European Union,97.98119354248051,97.3404922485352,97.6384506225586,96.6048965454102,96.61386108398442,97.4471435546875,96.7355422973633,97.0290908813477,96.05554962158199,96.0684127807617,98.54254150390629,97.9761428833008,98.2798919677734,97.1824569702148,97.18640899658199
Fragile and conflict affected situations,72.1182327270508,72.4617462158203,72.42665100097659,72.2598571777344,72.0228805541992,75.9975128173828,76.2417678833008,76.1324234008789,75.9848327636719,75.6913528442383,68.12106323242189,68.5653076171875,68.6057662963867,68.4188766479492,68.2371826171875
Finland,99.03192138671879,100.884971618652,101.498321533203,100.373809814453,,99.3392333984375,100.673477172852,101.85685729980499,100.003280639648,,98.7106781005859,101.105728149414,101.123672485352,100.761337280273,
Fiji,111.63330078125,107.018417358398,,,,112.470169067383,107.682006835938,,,,110.752967834473,106.319702148438,,,
France,,,,,,,,,,,,,,,
Faroe Islands,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",,91.0562210083008,,,88.45343017578129,,92.37779998779301,,,89.2205581665039,,89.6581878662109,,,87.6606674194336
Gabon,,,,,,,,,,,,,,,
United Kingdom,102.010498046875,100.882553100586,100.12286376953101,100.597457885742,,102.128120422363,100.939262390137,100.23790740966801,100.798881530762,,101.88719940185499,100.82315063476601,100.00244903564501,100.386772155762,
Georgia,102.94138336181601,115.43395233154301,113.70159912109399,95.5082321166992,92.82787322998051,103.022407531738,116.02995300293001,113.44708251953101,94.76690673828129,91.6866226196289,102.84986114501999,114.762710571289,113.98809814453101,96.3404769897461,94.1044387817383
Ghana,98.75621795654301,,94.72445678710942,93.80911254882808,,99.1074371337891,,94.95574951171879,93.0415725708008,,98.3896484375,,94.4832763671875,94.60922241210942,
Gibraltar,,94.68084716796879,92.258056640625,,100.21833801269501,,94.1176528930664,90.67797088623051,,94.4206008911133,,95.2586212158203,93.8864593505859,,106.222221374512
Guinea,,59.6673698425293,,,,,67.9847869873047,,,,,51.2003898620605,,,
"Gambia, The",67.47250366210939,69.27261352539061,,,78.942512512207,65.1132431030273,66.878288269043,,,73.9272918701172,69.86334228515629,71.7018203735352,,,84.03160095214841
Guinea-Bissau,,,,,,,,,,,,,,,
Equatorial Guinea,40.7759208679199,,,,,39.7830696105957,,,,,41.7988510131836,,,,
Greece,97.3575592041016,97.33734130859379,96.766357421875,97.93238067626949,,98.2785797119141,98.1914291381836,97.57852172851558,98.30120849609379,,96.3953170776367,96.44103240966801,95.91126251220699,97.5427017211914,
Grenada,,,120.99552917480499,123.00122833251999,,,,128.144454956055,125.02993774414101,,,,113.48168182373001,120.859672546387,
Greenland,,,,,,,,,,,,,,,
Guatemala,82.711669921875,79.13230895996091,79.9413299560547,79.6903762817383,79.1303329467773,83.312858581543,79.07855224609379,80.3334503173828,79.9554977416992,78.9298934936523,82.0851593017578,79.188346862793,79.5324172973633,79.4137878417969,79.3395233154297
Guam,,,,,,,,,,,,,,,
Guyana,,,,,,,,,,,,,,,
High income,98.98309326171879,98.38574981689449,98.2746429443359,98.21237182617192,98.1783599853516,99.1694717407227,98.7979736328125,98.4836196899414,99.3444290161133,99.2886505126953,98.78607177734379,97.9519195556641,98.05687713623051,97.0246200561523,97.0125732421875
"Hong Kong SAR, China",105.08249664306601,104.15170288085899,103.113662719727,104.49423217773399,106.732749938965,106.31976318359399,104.930137634277,102.699447631836,103.41797637939501,105.09465026855499,103.78005218505899,103.32811737060499,103.565711975098,105.68991851806601,108.568153381348
Honduras,,80.4702224731445,81.62432861328129,,79.4581069946289,,79.6914978027344,80.580207824707,,77.2568435668945,,81.2815170288086,82.7117385864258,,81.7488784790039
Heavily indebted poor countries (HIPC),65.8900604248047,65.9340896606445,66.2658309936523,66.8157577514648,66.845458984375,67.5880508422852,67.43359375,67.60121917724611,68.0164031982422,67.9159698486328,64.1613235473633,64.406608581543,64.90512847900389,65.5920791625977,65.75115966796879
Croatia,103.48403930664101,101.01999664306601,95.5471572875977,94.84780883789058,,103.48877716064501,100.438301086426,96.5120697021484,94.32166290283199,,103.479042053223,101.63362121581999,94.5311737060547,95.40106201171879,
Haiti,,,,,,,,,,,,,,,
Hungary,96.95034790039058,98.59475708007808,105.050033569336,98.84925079345699,,96.96719360351558,98.7707138061523,105.21408843994101,98.00428009033199,,96.9325180053711,98.40878295898442,104.87696075439501,99.7387237548828,
IBRD only,94.73919677734379,94.98825073242192,95.11144256591801,94.9850616455078,95.4221572875977,94.3266372680664,94.4986724853516,94.7232666015625,94.6753997802734,95.1277236938477,95.1915817260742,95.5249862670898,95.537353515625,95.32501220703129,95.74524688720699
IDA & IBRD total,87.4928970336914,87.7195816040039,87.9743499755859,88.1714401245117,88.4753570556641,87.83657836914058,87.9894866943359,88.2590866088867,88.5239791870117,88.79617309570308,87.1242218017578,87.4300689697266,87.6688690185547,87.79412841796879,88.13172149658199
IDA total,,,,,,,,,,,,,,,
IDA blend,74.5773696899414,74.9939422607422,75.6059265136719,77.1725234985352,78.149543762207,78.3980712890625,78.9543762207031,79.36643981933591,81.3862762451172,82.0522384643555,70.5598602294922,70.8339080810547,71.6589584350586,72.7528915405273,74.0574493408203
Indonesia,,,100.82592010498001,102.334838867188,,,,101.421546936035,102.990280151367,,,,100.193817138672,101.639442443848,
IDA only,71.7770614624023,72.1961288452148,72.9432907104492,73.67620849609379,73.52545166015629,72.0912322998047,72.3024597167969,72.8816299438477,73.4592971801758,73.2409210205078,71.4564514160156,72.0870666503906,73.0061492919922,73.89935302734379,73.8153762817383
Isle of Man,,,,,,,,,,,,,,,
India,97.7113189697266,96.2306976318359,94.37374877929692,,91.66149139404301,95.2926712036133,94.1924896240234,92.6502914428711,,90.2147674560547,100.422088623047,98.50704956054692,96.29248809814449,,93.26248168945308
Not classified,,,,,,,,,,,,,,,
Ireland,98.7077789306641,99.6918792724609,98.2880630493164,97.32833862304692,,98.1238479614258,98.98605346679692,97.2267532348633,97.4463577270508,,99.31555938720699,100.431343078613,99.4178924560547,97.20471954345699,
"Iran, Islamic Rep.",98.3014984130859,100.26438140869101,99.4387893676758,,,99.0239410400391,99.94046020507808,99.7702865600586,,,97.5435104370117,100.60524749755899,99.0899505615234,,
Iraq,,,,,,,,,,,,,,,
Iceland,96.57388305664058,99.95250701904301,101.84149169921899,99.2050933837891,,96.1846389770508,99.4823532104492,102.48275756835899,100.66755676269501,,96.9711532592773,100.431449890137,101.182029724121,97.6808929443359,
Israel,110.057029724121,103.578750610352,105.557968139648,102.439750671387,,108.745086669922,103.37158203125,104.785018920898,102.07731628418001,,111.441841125488,103.79759979248001,106.374351501465,102.822509765625,
Italy,99.8095474243164,97.7497100830078,98.8169784545898,97.64672088623051,,99.5804290771484,98.0123062133789,98.88485717773442,97.8316268920898,,100.05323028564501,97.4701385498047,98.7448501586914,97.45059204101558,
Jamaica,85.7668762207031,85.92050170898442,87.4840774536133,85.6191787719727,84.6160583496094,84.96202087402341,86.0220718383789,86.5369415283203,86.0506591796875,84.9240417480469,86.6094818115234,85.8144912719727,88.4680328369141,85.1726379394531,84.2985916137695
Jordan,,72.0658874511719,71.3376388549805,72.7005081176758,81.672721862793,,72.0398178100586,71.5982894897461,73.1552276611328,81.80763244628909,,72.0924911499023,71.0716781616211,72.2363204956055,81.5348815917969
Japan,,,,,,,,,,,,,,,
Kazakhstan,114.272529602051,110.29857635498001,109.65609741210899,110.38390350341801,106.37734985351601,114.16651153564501,110.578872680664,109.083358764648,109.173973083496,105.828170776367,114.383888244629,110.00319671630899,110.26136016845699,111.665092468262,106.959632873535
Kenya,99.14340209960942,99.67874145507808,,,,98.6492767333984,99.2790298461914,,,,99.6445693969727,100.084617614746,,,
Kyrgyz Republic,108.20036315918001,101.785873413086,101.556869506836,104.516288757324,108.615371704102,108.63816070556601,102.14395141601601,101.921112060547,104.59049987793001,109.672897338867,107.745330810547,101.413612365723,101.178100585938,104.439102172852,107.514633178711
Cambodia,95.5130233764648,92.411376953125,89.5456314086914,87.99948120117192,91.0273666381836,94.82180786132808,90.6092529296875,87.2904205322266,85.8224563598633,87.55303955078129,96.2108001708984,94.2399520874023,91.86196899414058,90.2572021484375,94.6648178100586
Kiribati,,100.86956787109399,,,,,98.6289596557617,,,,,103.177406311035,,,
St. Kitts and Nevis,107.95147705078101,98.0848236083984,,,,107.795700073242,96.7302474975586,,,,108.108108520508,99.4505462646484,,,
"Korea, Rep.",101.41079711914101,98.0155715942383,91.3551177978516,95.37677001953129,,101.54055023193399,98.12561798095699,91.5633392333984,95.52410888671879,,101.270248413086,97.8969573974609,91.13162231445308,95.21920776367192,
Kuwait,,100.579002380371,95.37188720703129,91.8194122314453,84.5925598144531,,97.2321319580078,92.9757308959961,86.9363479614258,77.2792434692383,,104.26953125,98.0749969482422,97.54344940185551,93.49935913085942
Latin America & Caribbean (excluding high income),99.5168304443359,99.326171875,98.9378128051758,98.3834991455078,98.54763793945308,99.3019027709961,99.1537933349609,98.7514266967773,98.22817993164058,98.4067535400391,99.74237060546879,99.507080078125,99.1336212158203,98.5480194091797,98.69812774658199
Lao PDR,101.011421203613,99.73226928710942,101.396873474121,97.8900375366211,92.16832733154301,102.580528259277,101.066719055176,102.078491210938,98.63583374023442,92.2928466796875,99.3941879272461,98.3560562133789,100.691940307617,97.1176300048828,92.03929901123051
Lebanon,,,,,,,,,,,,,,,
Liberia,,,60.595401763915994,,,,,63.06159973144529,,,,,58.04248046875,,
Libya,,,,,,,,,,,,,,,
St. Lucia,,95.49050903320308,92.07717895507808,94.8936233520508,99.7793502807617,,100.23565673828101,92.2701416015625,97.3041305541992,103.664916992188,,90.6772918701172,91.8806991577148,92.43335723876949,95.8035736083984
Latin America & Caribbean,99.3285598754883,99.0819931030273,98.63915252685551,98.15247344970699,98.30957794189449,99.11499786376949,98.9228515625,98.46581268310551,98.0034332275391,98.1755905151367,99.55264282226558,99.2491302490234,98.82125854492192,98.31036376953129,98.45285034179692
Least developed countries: UN classification,69.95876312255861,70.3923721313477,71.020263671875,71.7210388183594,71.4149398803711,70.55059814453129,70.7796401977539,71.2226333618164,71.8469009399414,71.5199966430664,69.3561630249023,69.9974365234375,70.8146591186523,71.5955429077148,71.308967590332
Low income,63.9152984619141,64.2836990356445,64.4102096557617,64.8506317138672,64.8757781982422,66.4597930908203,66.628532409668,66.5468292236328,66.96694946289061,66.9218063354492,61.3200492858887,61.8914794921875,62.230110168457,62.6909294128418,62.783878326415994
Liechtenstein,105.74713134765601,100.25189208984399,90.4392776489258,107.32984161376999,,99.4444427490234,97.5369491577148,96.31578826904301,103.608253479004,,112.5,103.09278106689501,84.7715682983398,111.170211791992,
Sri Lanka,99.0514678955078,101.109268188477,102.390380859375,,,100.100196838379,102.230667114258,103.142929077148,,,97.9961700439453,99.97985076904301,101.630996704102,,
Lower middle income,90.33493041992192,89.8780288696289,89.6166305541992,89.33081817626949,89.61817169189449,89.67752075195308,89.3897018432617,89.21469116210942,89.1918411254883,89.38269805908199,91.0448226928711,90.4040908813477,90.04888916015629,89.4808883666992,89.8712310791016
Low & middle income,87.45372772216801,87.6799697875977,87.93360137939449,88.1595687866211,88.4659576416016,87.8004608154297,87.9541168212891,88.2220916748047,88.5124893188477,88.7870330810547,87.0817337036133,87.38587188720699,87.6240386962891,87.7818069458008,88.12200927734379
Lesotho,81.7555465698242,85.6288528442383,,,,72.7485885620117,77.6914367675781,,,,90.72637939453129,93.5254669189453,,,
Late-demographic dividend,91.1118011474609,93.30438232421879,95.51925659179692,96.9336395263672,97.7747573852539,91.3936996459961,93.2048873901367,95.3926620483398,96.5115203857422,97.4122085571289,90.80078887939449,93.4160003662109,95.6616897583008,97.4072799682617,98.1829071044922
Lithuania,100.735023498535,101.889976501465,102.00115966796899,104.285598754883,,100.74333190918001,101.72400665283199,102.09313201904301,104.114852905273,,100.726371765137,102.063720703125,101.90602874755899,104.464637756348,
Luxembourg,79.150520324707,79.0754318237305,80.2871398925781,79.6460189819336,,78.3140106201172,78.47901916503909,78.8031463623047,80.7122573852539,,80.0399932861328,79.70628356933591,81.8452377319336,78.5338592529297,
Latvia,100.010948181152,98.0600967407227,99.3118133544922,98.39913940429692,,99.0074691772461,98.1265411376953,99.5977630615234,97.6438674926758,,101.067176818848,97.9887924194336,99.0070037841797,99.1960220336914,
"Macao SAR, China",93.86437225341801,98.21862030029301,100.951431274414,101.08056640625,103.83422088623001,93.28823852539058,99.8434219360352,99.8064804077148,99.45529174804692,102.87061309814501,94.4816131591797,96.4784774780273,102.179550170898,102.823760986328,104.86685180664101
St. Martin (French part),,,,,,,,,,,,,,,
Morocco,96.2577133178711,95.0420379638672,92.9295272827148,93.5974578857422,97.1357269287109,97.1955795288086,95.4962997436523,92.3734817504883,92.83505249023442,96.5967025756836,95.272216796875,94.56421661376949,93.5154190063477,94.4017333984375,97.70501708984379
Monaco,,,,,,,,,,,,,,,
Moldova,90.9086074829102,89.7820205688477,89.90564727783199,89.3800811767578,88.0238265991211,90.75881958007808,89.71704864501949,91.2998199462891,89.8892135620117,89.0282821655273,91.0688629150391,89.85061645507808,88.4500503540039,88.83602905273442,86.9577102661133
Madagascar,68.6542129516602,67.57843017578129,,65.46877288818361,63.2768211364746,66.5875091552734,65.41860198974611,,62.8898391723633,60.809120178222706,70.73793029785159,69.7585601806641,,68.0784912109375,65.77728271484379
Maldives,103.69100189209,106.958061218262,97.35546112060551,93.1741180419922,91.6666717529297,109.080047607422,113.40936279296899,102.37400054931601,92.65347290039058,90.3206329345703,98.1610107421875,100.547088623047,92.3497314453125,93.7051010131836,93.095703125
Middle East & North Africa,91.58782958984379,91.08297729492192,90.9081573486328,91.2656707763672,92.3442535400391,93.3082427978516,92.8603363037109,92.419921875,92.6593475341797,93.7633819580078,89.77847290039058,89.21338653564449,89.31942749023442,89.7995986938477,90.8505020141602
Mexico,104.90982055664101,103.96939086914101,104.09783935546899,102.255889892578,,104.805809020996,103.924026489258,103.88327789306601,101.89753723144501,,105.017532348633,104.01647186279301,104.32096862793001,102.62928009033199,
Marshall Islands,,70.8545913696289,,,77.29624938964841,,69.0,,,77.56654357910159,,72.7864608764648,,,77.0145263671875
Middle income,91.2072601318359,91.48023223876949,91.8150482177734,92.0663528442383,92.4891128540039,91.1054534912109,91.31918334960942,91.69641876220699,92.0227432250977,92.41284942626949,91.3180618286133,91.6549072265625,91.94378662109379,92.11447143554692,92.57254028320308
North Macedonia,91.2855682373047,,91.10781860351558,93.4167327880859,,91.3981094360352,,91.4020309448242,93.9396514892578,,91.16641235351558,,90.794677734375,92.8591079711914,
Mali,50.9262809753418,51.046180725097706,49.6143913269043,,,53.7267913818359,54.138118743896506,52.0153198242188,,,48.0456199645996,47.8623580932617,47.1409111022949,,
Malta,100.205711364746,101.80523681640601,101.934188842773,103.57763671875,,98.7957916259766,100.693069458008,104.144317626953,105.19230651855499,,101.687759399414,102.97960662841801,99.5854873657227,101.850898742676,
Myanmar,,,,95.3996124267578,,,,,96.0134735107422,,,,,94.7794189453125,
