Country Name,2015 Total Pop,2016 Total Pop,2017 Total Pop,2018 Total Pop,2019 Total Pop,2015 Adults (%),2016 Adults (%),2017 Adults (%),2018 Adults (%),2019 Adults (%),2015 Total Unemployment,2016 Total Unemployment,2017 Total Unemployment,2018 Total Unemployment,2019 Total Unemployment,2015 Female Unemployment,2016 Female Unemployment,2017 Female Unemployment,2018 Female Unemployment,2019 Female Unemployment,2015 Male Unemployment,2016 Male Unemployment,2017 Male Unemployment,2018 Male Unemployment,2019 Male Unemployment,2015 Access to Electricity,2016 Access to Electricity,2017 Access to Electricity,2018 Access to Electricity,2015 Mortality (<5),2016 Mortality (<5),2017 Mortality (<5),2018 Mortality (<5),2019 Mortality (<5),2015 Female Life Expectancy,2016 Female Life Expectancy,2017 Female Life Expectancy, 2018 Female Life Expectancy,2015 Male Life Expectancy,2016 Male Life Expectancy,2017 Male Life Expectancy, 2018 Male Life Expectancy,2015 Military Expenditure (%GDP),2016 Military Expenditure (%GDP),2017 Military Expenditure (%GDP), 2018 Military Expenditure (%GDP),2019 Military Expenditure (%GDP),2015 Total GDP,2016 Total GDP,2017 Total GDP,2018 Total GDP,2019 Total GDP,2015 Total Labor Force,2016 Total Labor Force,2017 Total Labor Force,2018 Total Labor Force,2019 Total Labor Force,2015 Happiness Score,2016 Happiness Score,2017 Happiness Score,2018 Happiness Score,2019 Happiness Score
Switzerland,8282396.0,8373338.0,8451840.0,8514329.0,8574832.0,67.2093433894495,66.938538890063,66.6966381907622,66.4658286661214,66.2213280427499,4.80100011825562,4.9180002212524405,4.79699993133545,4.71299982070923,4.580999851226808,4.91200017929077,5.00600004196167,5.05800008773804,5.1090002059936515,4.76800012588501,4.7039999961853,4.84100008010864,4.57000017166138,4.367000102996831,4.41699981689453,100.0,100.0,100.0,100.0,4.3,4.2,4.2,4.1,4.0,85.1,85.6,85.6,85.7,80.8,81.7,81.6,81.9,2.02470032,2.069992007,2.066638549,2.0343497630000003,2.236005421,679832000000.0,671309000000.0,679950000000.0,705141000000.0,703082000000.0,4813826.0,4889830.0,4919831.0,4953967.0,4978166.0,7.587000000000001,7.5089999999999995,7.493999958,7.487,7.48
Chile,17969353.0,18209068.0,18470439.0,18729160.0,18952038.0,68.83656300813949,68.8222483435176,68.7839092508846,68.7162958723189,68.624187013555,6.50799989700317,6.73799991607666,6.95800018310547,7.2329998016357395,7.09000015258789,7.13700008392334,7.2610001564025906,7.45499992370605,7.979000091552732,7.7020001411438,6.06400012969971,6.3660001754760716,6.599999904632571,6.68800020217896,6.6420001983642605,99.714844,100.0,100.0,100.0,7.9,7.7,7.4,7.2,7.0,82.25,82.29299999999998,82.333,82.381,76.892,77.113,77.333,77.55199999999998,7.630095317,7.585342165,7.612478746,7.334562317,7.17815664,243919000000.0,250440000000.0,277045000000.0,298258000000.0,282318000000.0,8861615.0,9001237.0,9208644.0,9391133.0,9557893.0,6.67,6.705,6.65199995,6.476,6.444
China,1371220000.0,1378665000.0,1386395000.0,1392730000.0,1397715000.0,72.61433377299,72.2027527736548,71.7175184402221,71.2021137123803,70.7232986329292,4.6290001869201705,4.53499984741211,4.44099998474121,4.27600002288818,4.32000017166138,4.01200008392334,3.9289999008178698,3.84699988365173,3.703000068664549,3.72699999809265,5.11499977111816,5.01000022888184,4.90500020980835,4.72200012207031,4.78000020980835,100.0,100.0,100.0,100.0,10.7,9.9,9.2,8.5,7.9,78.288,78.574,78.828,79.051,73.793,74.061,74.315,74.54899999999998,6.099575261,6.044202883,5.892041859,5.562071401,5.4038201410000015,11061600000000.0,11233300000000.0,12310400000000.0,13894800000000.0,14342900000000.0,784597090.0,784950069.0,784839482.0,783424134.0,781074570.0,5.14,5.245,5.2729997630000005,5.246,5.191
Cameroon,23298368.0,23926539.0,24566045.0,25216237.0,25876380.0,54.0539964000912,54.2049039997449,54.40127528726301,54.6395427998918,54.9142190677367,3.50600004196167,3.47199988365173,3.4140000343322794,3.35700011253357,3.38000011444092,4.00600004196167,3.9609999656677206,3.8840000629425,3.84100008010864,3.87199997901917,3.06299996376038,3.0399999618530296,2.99600005149841,2.92600011825562,2.94400000572205,58.71873474,60.0260849,61.34233475,62.66007233,88.5,84.5,80.8,77.5,74.8,58.908,59.367,59.795,60.192,56.27,56.768,57.235,57.65600000000001,5.475639677999999,5.67975907,5.920127784,5.993627302,6.019748517999999,30928653814.0,32643697596.0,35009262788.0,38694156863.0,39007354359.0,10091929.0,10392255.0,10703273.0,11023646.0,11345979.0,4.252,4.513,4.695000172,4.975,5.044
"Congo, Dem. Rep.",76244544.0,78789127.0,81398764.0,84068091.0,86790567.0,50.6382174703543,50.63351317498421,50.6967685651836,50.8165172919176,50.98166140566871,4.4060001373291,4.35699987411499,4.27299976348877,4.19299983978271,4.236000061035161,3.56200003623962,3.48799991607666,3.42600011825562,3.3529999256134,3.40400004386902,5.19600009918213,5.1710000038147,5.06699991226196,4.98099994659424,5.013999938964839,16.43972588,17.40341187,18.22616386,18.97766113,97.2,93.9,90.8,87.6,84.8,60.726000000000006,61.147,61.539,61.901,57.79,58.174,58.528,58.852,7.518943012999999,7.36443336,7.417094005,5.589460172999999,6.446218892999999,37917704900.0,37134799975.0,38019265626.0,46831342213.0,50400746171.0,26127406.0,26995422.0,27898477.0,28829943.0,29741906.0,3.989,4.236000000000001,4.290999889,4.559,4.812
Colombia,47520667.0,48175048.0,48909844.0,49661056.0,50339443.0,67.7756374926303,68.01794630133449,68.2439989221801,68.4440570001664,68.6133853328492,8.298999786376951,8.69200038909912,8.87199974060059,9.11100006103516,9.70699977874756,10.8400001525879,11.204000473022498,11.5129995346069,11.793999671936,12.713000297546401,6.361999988555911,6.78000020980835,6.8660001754760716,7.09200000762939,7.44500017166138,98.186898,98.4,98.5,99.93644714,15.6,15.1,14.7,14.2,13.8,79.346,79.523,79.694,79.859,73.686,73.91,74.124,74.33,10.52827023,11.07103749,11.41650961,10.89636232,11.03261048,293482000000.0,282825000000.0,311884000000.0,333569000000.0,323616000000.0,25054953.0,25431103.0,25864779.0,26235604.0,26787864.0,6.477,6.481,6.3569998739999996,6.26,6.125
Costa Rica,4847804.0,4899345.0,4949954.0,4999441.0,5047561.0,69.16721468112159,69.1839215242038,69.17211755907229,69.1254082206391,69.04092887634249,8.99899959564209,8.59799957275391,8.14200019836426,9.63199996948242,11.854000091552699,11.1529998779297,10.83899974823,10.2930002212524,12.1920003890991,14.8459997177124,7.60300016403198,7.22300004959106,6.8189997673034695,8.00300025939941,9.93900012969971,99.409804,99.5,99.6,100.0,9.0,8.9,8.8,8.7,8.6,82.184,82.374,82.557,82.73,77.029,77.185,77.354,77.539,0.0,0.0,0.0,0.0,0.0,54775994479.0,57157992434.0,58481858043.0,60553901420.0,61801385049.0,2338013.0,2272972.0,2336778.0,2445858.0,2473778.0,7.226,7.087000000000001,7.078999996,7.072,7.167000000000001
Cyprus,1160985.0,1170187.0,1179680.0,1189265.0,1198575.0,70.2714505355366,70.0034268027247,69.7480159840227,69.4930902700408,69.2446446822268,14.9079999923706,12.9499998092651,11.052000045776401,8.36999988555908,7.27400016784668,14.7659997940063,13.333000183105499,11.269000053405799,8.75500011444092,8.12199974060059,15.0319995880127,12.621000289917,10.8649997711182,8.04100036621094,6.5479998588562,100.0,100.0,100.0,100.0,2.7,2.6,2.5,2.4,2.3,82.539,82.671,82.794,82.913,78.165,78.35600000000002,78.547,78.735,4.236423556,3.832113646,4.366876885,4.0922208960000015,4.331120232,19842404305.0,20953442550.0,22729184365.0,25309818139.0,24948935408.0,604302.0,603072.0,611083.0,625713.0,629536.0,5.689,5.546,5.620999812999999,5.7620000000000005,6.046
Czech Republic,10546059.0,10566332.0,10594438.0,10629928.0,10669709.0,66.8908352361486,66.2722456851995,65.6179183338762,64.9925175870224,64.4763050287444,5.0460000038147,3.95099997520447,2.89000010490417,2.2430000305175803,1.93299996852875,6.07399988174438,4.67000007629395,3.5789999961853,2.8029999732971205,2.3840000629425,4.23199987411499,3.37800002098084,2.33699989318848,1.79100000858307,1.56700003147125,100.0,100.0,100.0,100.0,3.2,3.2,3.2,3.2,3.2,81.6,82.1,82.0,82.0,75.7,76.1,76.1,76.2,2.284660221,2.538239864,2.487388101,2.722267547,2.879185519,188033000000.0,196272000000.0,218629000000.0,248909000000.0,250681000000.0,5337426.0,5388569.0,5419544.0,5453301.0,5445535.0,6.505,6.596,6.609000206,6.711,6.852
Germany,81686611.0,82348669.0,82657002.0,82905782.0,83132799.0,65.56447055158651,65.3959908493306,65.177823589612,64.9170079001335,64.6375192034153,4.62400007247925,4.12200021743774,3.74600005149841,3.3840000629425,3.04299998283386,4.2199997901916495,3.7409999370575,3.3150000572204603,2.91000008583069,2.69400000572205,4.97300004959106,4.4510002136230495,4.11800003051758,3.79200005531311,3.34299993515015,100.0,100.0,100.0,100.0,3.9,3.9,3.9,3.9,3.8,83.1,83.5,83.4,83.3,78.3,78.6,78.7,78.6,2.5013525480000003,2.587069908,2.619571408,2.643814349,2.828421478,3356240000000.0,3467500000000.0,3682600000000.0,3963770000000.0,3861120000000.0,42592924.0,43055076.0,43289005.0,43560137.0,43577709.0,6.75,6.994,6.951000214,6.965,6.985
