"Data Source","World Development Indicators",

"Last Updated Date","2020-12-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Ethiopia","ETH","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9825286865234","","","","","","","","","","50","41.9366188049316","","49.1346588134766","","","","","","","","","","59.2414588928223","","","",
"European Union","EUU","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","64.2127304077148","64.6247863769531","65.047492980957","65.3609313964844","66.0400772094727","66.6766891479492","67.1244583129883","67.6119918823242","67.845100402832","68.5048370361328","68.8899688720703","69.6192092895508","70.3455963134766","70.7953796386719","71.4919815063477","72.2788467407227","72.7097015380859","70.6162872314453","71.2601623535156","71.659309387207","71.2471313476563","72.5686111450195","72.5703430175781","72.439453125","69.4050903320313","69.1526794433594","68.7665328979492","68.7762680053711","68.5744476318359","70.4914932250977","70.8189468383789","71.6394729614258","70.1727828979492","72.1715316772461","72.6796112060547","71.0168914794922","71.1849975585938","",
"Finland","FIN","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fiji","FJI","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.467041015625","","","","","","","","","","","","","","","","","","","","","99.0784378051758","","","",
"France","FRA","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Faroe Islands","FRO","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.4441833496094","","","","","","","","","","","","","","","","","","","84.8732986450195","","","","","","85.8523483276367","","",
"United Kingdom","GBR","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Georgia","GEO","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.7689819335938","","","","","","","","","","","","99.668212890625","","","99.4375228881836","","","",
"Ghana","GHA","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.3512802124023","","","","","","","","","","78.3489074707031","","","","","","","","83.5245819091797","","",
"Gibraltar","GIB","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.8953399658203","","","","","","","42.9031600952148","","","","","","","36.7897911071777","","","","43.6400909423828","","","","","","",
"Gambia, The","GMB","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.9811515808105","","","","","","","","","","","","","51.418041229248","","61.7672500610352","","","","","",
"Guinea-Bissau","GNB","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","33.348949432373","","","","","","","","","","","","","","","","","","","","","57.6137504577637","","","","","","","","","","","","","","62.1579704284668","","","","","","",
"Equatorial Guinea","GNQ","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.8426132202148","","","","","","","","","","97.1839981079102","","","","","","","","","","",
"Greece","GRC","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","96.0637969970703","","","","","","","","","","96.0374603271484","","","","","","","","","","97.8112182617188","","","","95.4500579833984","","96.1575698852539","","96.0662231445313","","98.2821578979492","","","","","","","98.5070495605469","","",
"Grenada","GRD","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","98.0471572875977","","","","","","","","","","","","","","98.5800018310547","","","","","","","","","","98.5800018310547","","","","","","","","","","98.5800018310547","","","","","","","","","","98.5800018310547","","","","","","",
"Greenland","GRL","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.7063903808594","","","","","","","","75.4155807495117","","","","","","","","","","84.8487319946289","82.7206802368164","86.7561569213867","","","","","","",
"Guam","GUM","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","96.3826599121094","","","","","","","","","","99.417106628418","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.4365615844727","","","","","86.3143768310547","","","","","","",
"High income","HIC","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong SAR, China","HKG","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.7852325439453","","","","","","83.7460327148438","","","84.7890090942383","85.3412780761719","85.6961975097656","85.6683731079102","87.3959503173828","87.9220809936523","89.048942565918","","87.1376419067383","","",
"Heavily indebted poor countries (HIPC)","HPC","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","54.1474609375","54.7346115112305","54.9865798950195","55.5810203552246","56.0041007995605","56.1579818725586","56.4718818664551","56.8081893920898","57.346851348877","57.1157417297363","57.4173202514648","58.0548515319824","58.7678604125977","59.5012512207031","60.1005706787109","60.6955604553223","62.0158882141113","62.6017303466797","64.263801574707","63.0715789794922","61.4459381103516","62.6558609008789","62.8252487182617","63.029670715332","63.453239440918","65.0813903808594","66.0772171020508","66.8588180541992","67.5136489868164","67.7943801879883","68.2761764526367","68.8613891601563","69.1621627807617","69.5803375244141","",
"Croatia","HRV","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.7570571899414","","","","","","","","","","99.3205871582031","","","","","","","","","","99.6297073364258","","","","","","","","","",
"Haiti","HTI","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","37.1297416687012","","","","","","","","","","","","","","","","","","","","","63.0900192260742","","","53.3550491333008","","","","","","","","","","65.2776489257813","","","","",
"Hungary","HUN","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","99.3031921386719","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.1600036621094","","","","","","",
"IBRD only","IBD","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","73.5016937255859","73.5692977905273","73.81787109375","74.3798370361328","74.9218978881836","75.2426681518555","75.8152618408203","76.4464416503906","77.0215377807617","77.5860137939453","78.0993499755859","78.5848007202148","79.2445297241211","81.0331802368164","81.4486999511719","81.5414276123047","82.1550903320313","82.689582824707","83.0834884643555","83.4582214355469","83.8513412475586","84.2200927734375","85.9759979248047","87.5837020874023","87.8312377929688","88.1216430664063","88.3310012817383","88.6224212646484","89.1706390380859","89.4342193603516","89.5902709960938","89.5308227539063","90.2933731079102","90.525146484375","90.7487182617188","90.8581466674805","91.0876922607422","91.5168609619141","91.6387481689453","91.9464797973633","91.9726867675781","92.2405395507813","92.3451385498047","92.2899017333984","92.5015335083008","",
"IDA & IBRD total","IBT","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","70.2248687744141","70.3016586303711","70.5581970214844","71.0722732543945","71.5624923706055","71.876091003418","72.3850021362305","72.9739608764648","73.5017700195313","74.0244293212891","74.5020217895508","74.9481506347656","75.5651321411133","77.1965103149414","77.605827331543","77.7330780029297","78.2323608398438","78.861930847168","79.3395233154297","79.7311401367188","80.0882415771484","80.4508514404297","81.9737777709961","83.4850387573242","83.7644195556641","83.8929672241211","84.1227188110352","84.5173416137695","85.0878219604492","85.4994583129883","85.4902496337891","85.5225524902344","85.6511535644531","86.167106628418","86.4076690673828","86.5168914794922","86.6222076416016","87.1039276123047","87.2734832763672","87.5801773071289","87.7071990966797","88.1338195800781","88.2748413085938","88.2477722167969","88.4404830932617","",
"IDA total","IDA","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","57.3693695068359","57.418758392334","57.8138084411621","58.0936393737793","58.3416213989258","58.6095314025879","58.8780708312988","59.4500694274902","60.0252799987793","60.5075187683105","61.0670700073242","61.3495216369629","64.2217483520508","66.7747268676758","67.4642105102539","68.13037109375","68.8142395019531","69.4467315673828","70.1935195922852","70.6576538085938","68.2550964355469","69.0931777954102","69.6031036376953","70.9763031005859","72.177490234375","71.4377365112305","74.9476318359375","69.5300979614258","70.6969528198242","71.8183288574219","72.0786590576172","71.5769271850586","73.3459396362305","73.095573425293","73.5085372924805","74.0011978149414","74.5006484985352","75.1530990600586","75.3630905151367","75.6256332397461","",
"Indonesia","IDN","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","77.4749984741211","","","","","","","","","","88.0245208740234","","","","","","","","","","","","","","94.0350799560547","","95.1585388183594","","95.383186340332","95.6470108032227","","95.5910873413086","","","96.7910079956055","97.1065216064453","97.1744384765625","","97.3313369750977","","",
"IDA only","IDX","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","52.6535491943359","53.0253295898438","53.3534507751465","53.7518501281738","54.1357688903809","54.4331817626953","54.8336486816406","55.9079399108887","56.4133110046387","56.8097381591797","56.8312606811523","57.3263893127441","57.6690711975098","58.3516807556152","58.6231498718262","58.9804000854492","59.5442085266113","61.067569732666","61.7741394042969","62.334400177002","62.6577186584473","63.9362487792969","64.4611663818359","65.7040023803711","65.2222900390625","64.3336791992188","63.4391784667969","65.8257293701172","66.0652465820313","66.4388275146484","66.419059753418","66.9096298217773","67.94384765625","68.5511322021484","69.4617309570313","71.1478271484375","71.5964965820313","71.9738082885742","72.3939437866211","",
"Isle of Man","IMN","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","54.8410186767578","","","","","","","","","","61.641918182373","","","","","","","","","","73.4118576049805","","","","","75.1919021606445","","","","","78.8772277832031","","","","","","","82.3667068481445","","",
"Not classified","INX","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iran, Islamic Rep.","IRN","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","48.1833305358887","","","","","","","","","","63.0995483398438","","","","","74.2744827270508","","","","","79.8716125488281","","","","","","83.5","","","88.0103225708008","87.2721862792969","","88.1770324707031","","","","88.8798217773438","89.54248046875","89.6354217529297","","90.352409362793","","","","",
"Iraq","IRQ","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.0874099731445","","","","","","","","","","","","85.9000015258789","81.4000015258789","90","","90","91.1999969482422","","","",
"Iceland","ISL","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Israel","ISR","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","94.9634017944336","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Italy","ITA","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","97.4646530151367","","","","","","","","","","","","","","","","","","","","98.8236923217773","","","","","","","","","","99.1410064697266","","","","","","","99.3534469604492","","",
"Jamaica","JAM","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.0818405151367","","","","","","","","","","","","","","","83.4400024414063","","","","","","",
"Jordan","JOR","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","80.4826126098633","","","","","","","","","","","","","","","","","","","","","","","","95.0845031738281","","95.1764526367188","","95.4945526123047","","","95.7672424316406","97.7483596801758","98.4445571899414","","","","","","98.6142120361328","","",
"Japan","JPN","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kazakhstan","KAZ","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.0719528198242","","","","","","","","","","99.763298034668","","","","","","","","","","99.786247253418","99.8296813964844","","","","","","","","99.8296813964844","","",
"Kenya","KEN","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.4946594238281","","","","","","","78.0791473388672","","","","","","","83.7780303955078","","","","84.9888305664063","","",
"Kyrgyz Republic","KGZ","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.3067092895508","","","","","","","","","","99.5187911987305","","","","","","","","","99.6770095825195","","",
"Cambodia","KHM","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.482177734375","","","","","","84.6800079345703","","","","84.9874572753906","83.9326782226563","","","","","84.8141479492188","86.5324401855469","","","","","",
"Kiribati","KIR","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.3155212402344","","","","","","","","","","","","",
"Kuwait","KWT","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","68.0286331176758","","","","","72.7876510620117","","","","","78.1973037719727","","","","","","","","","","81.1209487915039","","","","","","","","","","94.4460372924805","94.5252227783203","94.7945785522461","95.0158767700195","","95.5453109741211","","95.8397216796875","96.3541870117188","","96.3922500610352","","96.6971435546875","96.6664581298828","","",
"Latin America & Caribbean (excluding high income)","LAC","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","81.1572799682617","81.1532669067383","81.406608581543","81.701042175293","82.0084991455078","82.2747421264648","82.4238204956055","82.7584228515625","83.0130233764648","83.2874374389648","83.5338668823242","83.7721099853516","84.004508972168","84.3170471191406","84.6964874267578","84.9879837036133","85.1801681518555","85.7628402709961","86.3725891113281","86.9896392822266","87.5872192382813","88.2019424438477","88.4822311401367","88.7621078491211","89.1870498657227","89.4442672729492","89.6191711425781","89.7924575805664","89.8380813598633","90.5991592407227","90.5506591796875","91.005989074707","91.1677703857422","91.5391082763672","91.7934722900391","92.1906204223633","92.0130615234375","92.6727676391602","92.7919692993164","92.8410720825195","93.2543334960938","93.470817565918","93.9495391845703","94.0773010253906","94.1875610351563","94.6098403930664","",
"Lao PDR","LAO","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.4862518310547","","","","","81.3601837158203","77.0060577392578","","","","82.4517517089844","","","","","","67.3585815429688","","","","89.9612808227539","","","","","",
"Lebanon","LBN","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.3789367675781","","94.2719497680664","","","","","","","","","96.8546600341797","","",
"Liberia","LBR","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","44.8793182373047","","","","","","","","","","","","","","","","","","","","","","","60.7748107910156","","","","","","","","","","62.6965599060059","","","",
"Libya","LBY","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","76.9926300048828","","","","","","","","","","87.7200012207031","","","","","","","","","","93.8499984741211","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean","LCN","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","81.7804718017578","81.7726669311523","82.0111923217773","82.2880630493164","82.5875091552734","82.8474731445313","82.9923095703125","83.3197784423828","83.5576629638672","83.828727722168","84.0683670043945","84.3001174926758","84.5265502929688","84.8123626708984","85.1752166748047","85.4919204711914","85.6777877807617","86.2339477539063","86.8109970092773","87.4000701904297","87.9692535400391","88.5544509887695","88.8240509033203","89.0991668701172","89.5054626464844","89.743766784668","89.912712097168","90.0835494995117","90.1289215087891","90.847770690918","90.8082504272461","91.2444305419922","91.411003112793","91.8334426879883","92.0526428222656","92.4368896484375","92.2375335693359","92.865837097168","92.9891586303711","93.0126571655273","93.4148483276367","93.6317977905273","94.0982131958008","94.1942977905273","94.309928894043","94.716423034668","",
"Least developed countries: UN classification","LDC","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","51.368579864502","51.7291107177734","52.0582504272461","52.4452285766602","52.816219329834","53.089900970459","53.4775199890137","54.5656318664551","55.1119384765625","55.5041999816895","55.4847412109375","55.9954109191895","56.3391914367676","57.0550498962402","57.6206703186035","57.9634284973145","58.5284118652344","60.1079406738281","60.8722686767578","61.0435905456543","61.3260307312012","62.567741394043","63.1986503601074","64.5276336669922","63.9464912414551","62.9112396240234","61.689769744873","64.2378234863281","64.8137969970703","65.1309432983398","65.074836730957","65.6303634643555","66.7531967163086","67.4503402709961","68.4480590820313","70.2774276733398","70.7627487182617","71.1953735351563","71.6252822875977","",
"Low income","LIC","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.6308784484863","57.0203895568848","57.4029884338379","57.4853210449219","57.7036209106445","57.9108200073242","58.304328918457","58.4564399719238","58.682071685791","59.2900505065918","59.9195709228516","60.4049911499023","60.3124885559082","60.8821907043457","62.6305885314941","62.8971214294434","64.7358627319336","63.6256484985352","61.8420715332031","62.8430213928223","63.1872406005859","63.7678108215332","63.9268417358398","65.3852005004883","65.7684478759766","66.6399307250977","66.9662094116211","67.2532196044922","67.6096878051758","68.1158905029297","68.3265609741211","68.6208114624023","",
"Liechtenstein","LIE","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","91.3483963012695","","","","","","","","","","","","","","","","","","","","92.2702026367188","","","","","92.7136535644531","","92.2439270019531","","92.5784683227539","","","","","","93.4558868408203","92.9805526733398","92.7729263305664","","",
"Lower middle income","LMC","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","58.7202682495117","58.7663116455078","59.200080871582","59.6217918395996","60.0040092468262","60.3696784973145","60.3359298706055","61.131950378418","61.4524383544922","61.8785705566406","62.3098487854004","62.7369613647461","63.3911590576172","64.463981628418","65.0071792602539","65.5070190429688","65.6657333374023","66.8449478149414","67.6582870483398","68.257942199707","68.8053512573242","69.3875503540039","69.9184188842773","73.4779968261719","73.9624099731445","74.076530456543","74.3659515380859","75.0155487060547","75.9551315307617","76.5588607788086","76.4922714233398","76.7654418945313","76.417236328125","77.5852813720703","78.1658172607422","78.5048828125","78.492561340332","79.2842407226563","79.6625671386719","80.1485977172852","80.7964630126953","81.3217697143555","81.7474975585938","82.108772277832","82.4841918945313","",
"Low & middle income","LMY","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","69.6901626586914","69.7776412963867","70.0504531860352","70.5858917236328","71.0967788696289","71.427116394043","71.9573593139648","72.5679702758789","73.1135482788086","73.6542510986328","74.1493225097656","74.6096267700195","75.2454681396484","76.9117584228516","77.3297576904297","77.4639663696289","77.9742813110352","78.6162109375","79.1029281616211","79.5023803710938","79.866828918457","80.2369079589844","81.7807693481445","83.3134918212891","83.601676940918","83.7342300415039","83.9686584472656","84.3714294433594","84.9511795043945","85.3694305419922","85.3621673583984","85.3960494995117","85.5216522216797","86.0474624633789","86.2891082763672","86.404899597168","86.5135726928711","87.0007934570313","87.1763381958008","87.4865798950195","87.6155166625977","88.046257019043","88.1933822631836","88.1667175292969","88.3621826171875","",
"Lesotho","LSO","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.9957809448242","","","","","","","","","65.5219573974609","","","","","67.7474670410156","","","","","","",
"Late-demographic dividend","LTE","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","80.55859375","80.5686569213867","81.1656265258789","81.739387512207","82.3110809326172","82.8866882324219","83.3146896362305","83.9896621704102","84.5220718383789","85.0376205444336","85.5345306396484","86.0094833374023","88.4285507202148","88.7583770751953","88.453742980957","89.4205932617188","89.7520904541016","90.0806579589844","90.385009765625","90.7120208740234","90.9943084716797","93.8267364501953","94.0198974609375","94.2082290649414","94.3517990112305","94.6101608276367","94.8133010864258","95.0852432250977","95.2298889160156","95.4383010864258","95.580322265625","96.1586380004883","96.2870178222656","96.4289474487305","96.4099884033203","96.7720489501953","96.9018783569336","96.9596099853516","97.046501159668","97.1583862304688","97.2932510375977","97.3793869018555","97.4557113647461","97.5846099853516","",
"Lithuania","LTU","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.2068099975586","","","","","","","","","","","","99.6431503295898","","","","","","","","","","99.794189453125","","","","","","","","","",
"Luxembourg","LUX","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latvia","LVA","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.7543334960938","","","","","","","","","","","99.793342590332","","","","","","","","","","","99.881103515625","","","","","","","99.8683700561523","","",
"Macao SAR, China","MAC","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","92.8096771240234","","","","","","","","","","","","","","","","","","","","95.2762069702148","","","","","96.4699935913086","","","","","97.7512893676758","","","","","98.185920715332","","","","",
"St. Martin (French part)","MAF","Literacy rate, adult male (% of males ages 15 and above)","SE.ADT.LITR.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
