<<<<<<< HEAD:ocean_data/pop_unemployment.csv
,Country Name,2015 Total Pop,2016 Total Pop,2017 Total Pop,2018 Total Pop,2019 Total Pop,2015 Adults (%),2016 Adults (%),2017 Adults (%),2018 Adults (%),2019 Adults (%),2015 Total Unemploment,2016 Total Unemploment,2017 Total Unemploment,2018 Total Unemploment,2019 Total Unemploment,2015 Female Unemploment,2016 Female Unemploment,2017 Female Unemploment,2018 Female Unemploment,2019 Female Unemploment,2015 Male Unemployment,2016 Male Unemployment,2017 Male Unemployment,2018 Male Unemployment,2019 Male Unemployment
223,Sint Maarten (Dutch part),38825,39969,40574,40654,40733,,,,,,,,,,,,,,,,,,,,
219,Slovakia,5423801,5430798,5439232,5446771,5454073,70.69512517,70.19084701,69.58125149,68.92461673,68.29989227,11.48099995,9.670000076,8.130999565,6.535999775,5.56099987,12.88500023,10.75300026,8.406999588,7.025000095,6.18200016,10.31999969,8.769000053,7.900000095,6.130000114,5.045000076
220,Slovenia,2063531,2065042,2066388,2073894,2087946,67.31675711,66.74025292,66.07450224,65.3713453,64.70807551,8.961999893,8,6.56400013,5.107999802,4.195000172,10.03800011,8.588000298,7.479000092,5.697000027,4.659999847,8.050999641,7.489999771,5.770999908,4.602000237,3.79399991
216,Small states,38526747,39200571,39885872,40576536,41255486,64.62312599,64.70076662,64.78008869,64.85050823,64.91036328,9.76421669,9.73393928,9.238746781,8.717256912,8.645776074,13.0664172,13.0343346,12.28365525,11.49141242,11.52477579,7.621381227,7.600210414,7.272885681,6.930400951,6.795352529
207,Solomon Islands,603118,619437,636038,652858,669823,56.04740698,56.02497748,56.07376277,56.15946524,56.23799123,0.66900003,0.657999992,0.637000024,0.617999971,0.575999975,0.689999998,0.684000015,0.658999979,0.638000011,0.595000029,0.649999976,0.633000016,0.616999984,0.600000024,0.559000015
211,Somalia,13797201,14185613,14589119,15008154,15442905,50.03330023,50.22774446,50.39333605,50.55010499,50.73129052,11.62300014,11.54599953,11.41100025,11.27999973,11.35099983,11.3739996,11.26200008,11.11299992,11.00800037,11.07900047,11.6960001,11.63000011,11.5010004,11.36200047,11.43299961
261,South Africa,55386367,56203654,57000451,57779622,58558270,65.67943877,65.66442046,65.63056155,65.60250585,65.61641934,25.15600014,26.5510006,27.07099915,26.92000008,28.18099976,27.54299927,29.00600052,29.29700089,29.05999947,30.33499908,23.21500015,24.55699921,25.23800087,25.14900017,26.39100075
202,South Asia,1749417068,1771167194,1792835608,1814388744,1835776742,64.87441365,65.2064721,65.48906427,65.74309191,65.99923063,5.209341179,5.183396839,5.12543454,5.059690961,5.111422752,5.760567233,5.657412105,5.448446435,5.311346292,5.31721317,5.048931838,5.046879424,5.031694497,4.986705346,5.052504502
238,South Asia (IDA & IBRD),1749417068,1771167194,1792835608,1814388744,1835776742,64.87441365,65.2064721,65.48906427,65.74309191,65.99923063,5.209341179,5.183396839,5.12543454,5.059690961,5.111422752,5.760567233,5.657412105,5.448446435,5.311346292,5.31721317,5.048931838,5.046879424,5.031694497,4.986705346,5.052504502
214,South Sudan,10715658,10832512,10910759,10975920,11062113,54.10255721,54.30331157,54.52740565,54.78139569,55.05514182,12.57499981,12.49600029,12.35900021,12.22500038,12.24400043,13.79199982,13.73999977,13.55000019,13.39400005,13.40600014,11.40200043,11.29500008,11.20499992,11.0880003,11.11100006
68,Spain,46444832,46484062,46593236,46797754,47076781,66.44684001,66.32406859,66.15081329,65.95449137,65.77530508,22.05699921,19.63500023,17.22400093,15.25500011,13.95899963,23.5510006,21.38500023,19.03499985,17.03300095,16.20400047,20.77700043,18.12299919,15.66300011,13.72700024,12.02700043
136,Sri Lanka,20970000,21203000,21444000,21670000,21803000,65.8354277,65.63676686,65.46932057,65.32977922,65.20473221,4.519000053,4.242000103,4.179999828,4.118999958,4.197999954,7.453000069,6.836999893,6.736999989,6.646999836,6.686999798,2.989000082,2.890000105,2.836999893,2.778000116,2.875
123,St. Kitts and Nevis,51204,51629,52036,52438,52834,,,,,,,,,,,,,,,,,,,,
131,St. Lucia,179126,180024,180955,181889,182790,71.00197626,71.25605475,71.48667617,71.66458664,71.75392527,24.09000015,21.26300049,21.06900024,20.87899971,20.70599937,27.46299934,23.51300049,23.26300049,22.97800064,23.25600052,21.35300064,19.42099953,19.26000023,19.14900017,18.59499931
145,St. Martin (French part),35858,36065,36560,37264,38002,,,,,,,,,,,,,,,,,,,,
251,St. Vincent and the Grenadines,109148,109459,109827,110210,110589,67.03924946,67.3092208,67.60541579,67.86890601,68.06553997,19.31500053,19.21699905,19.04700089,18.87899971,18.88100052,17.12000084,17.04400063,16.90200043,16.71500015,16.67900085,20.76799965,20.66900063,20.48900032,20.35000038,20.38500023
215,Sub-Saharan Africa,995458478,1022526541,1050153672,1078306520,1106957898,53.92991492,54.07696567,54.26001004,54.47388208,54.71328059,5.7528074,6.141869015,6.278714226,6.159415136,6.186806795,6.298841413,6.707303782,6.80049289,6.662423404,6.654930936,5.282239589,5.65373815,5.826455055,5.721839282,5.780120484
213,Sub-Saharan Africa (excluding high income),994102454,1021168391,1048793216,1076944455,1105594562,53.90721609,54.05503606,54.23884259,54.45349575,54.69371755,5.750170247,6.14083387,6.277998486,6.158683561,6.186109627,6.292919562,6.7025136,6.796368593,6.658396637,6.650871437,5.282220178,5.655720846,5.828488472,5.723786301,5.782182504
239,Sub-Saharan Africa (IDA & IBRD countries),995458478,1022526541,1050153672,1078306520,1106957898,53.92991492,54.07696567,54.26001004,54.47388208,54.71328059,5.7528074,6.141869015,6.278714226,6.159415136,6.186806795,6.298841413,6.707303782,6.80049289,6.662423404,6.654930936,5.282239589,5.65373815,5.826455055,5.721839282,5.780120484
204,Sudan,38902950,39847440,40813396,41801533,42813238,55.05227239,55.32236589,55.61016889,55.91004761,56.21697663,17.31599998,17.22299957,17.05999947,16.89999962,16.53499985,30.02499962,29.875,29.51300049,29.12599945,27.7689991,11.94299984,11.82299995,11.68999958,11.57199955,11.63599968
218,Suriname,559136,564883,570501,575987,581363,65.48557346,65.61123621,65.76189842,65.92336673,66.07301349,7.21999979,7.169000149,7.080999851,6.993999958,7.334000111,11.66499996,11.62800026,11.60700035,11.44099998,11.92300034,4.461999893,4.464000225,4.323999882,4.272999763,4.506999969
221,Sweden,9799186,9923085,10057698,10175214,10285453,63.0971792,62.77146814,62.51341761,62.32268961,62.17594015,7.43200016,6.989999771,6.717999935,6.346000195,6.475999832,7.289999962,6.585999966,6.441999912,6.291999817,6.21999979,7.56099987,7.357999802,6.96999979,6.394999981,6.710000038
35,Switzerland,8282396,8373338,8451840,8514329,8574832,67.20934339,66.93853889,66.69663819,66.46582867,66.22132804,4.801000118,4.918000221,4.796999931,4.712999821,4.580999851,4.912000179,5.006000042,5.058000088,5.109000206,4.768000126,4.703999996,4.84100008,4.570000172,4.367000103,4.416999817
225,Syrian Arab Republic,17997408,17453933,17068002,16906283,17070135,62.95265963,63.49002538,63.85212684,64.07533477,64.25011284,8.531000137,8.468999863,8.362000465,8.256999969,8.369999886,21.18000031,21.10499954,20.99500084,20.87899971,20.83699989,6.105000019,6.021999836,5.883999825,5.756999969,5.912000179
232,Tajikistan,8454028,8663579,8880268,9100837,9321018,61.21563591,60.91155861,60.56487259,60.19382837,59.84295921,11.5010004,11.41800022,11.27400017,11.13300037,11.0170002,10.41699982,10.38099957,10.26000023,10.08300018,9.93500042,12.14500046,12.05099964,11.88500023,11.75899982,11.66300011
244,Tanzania,51482633,53050790,54663906,56318348,58005463,52.77995591,52.928723,53.09989021,53.30046267,53.53565232,2.102999926,2.076999903,2.032999992,1.99000001,1.980000019,2.670000076,2.644999981,2.595999956,2.548000097,2.461999893,1.575999975,1.549000025,1.508000016,1.468999982,1.531000018
231,Thailand,68714511,68971331,69209858,69428524,69625582,71.42375065,71.34828152,71.20921442,71.01211804,70.77021345,0.597000003,0.688000023,0.829999983,0.765999973,0.754000008,0.606000006,0.713999987,0.845000029,0.742999971,0.741999984,0.588999987,0.666000009,0.818000019,0.783999979,0.763999999
235,Timor-Leste,1196302,1219288,1243261,1267972,1293119,56.12671382,56.74278759,57.33805855,57.90284343,58.42138272,4.448999882,4.657000065,4.565999985,4.479000092,4.547999859,5.828000069,6.236999989,6.017000198,6.032000065,6.169000149,3.292999983,3.332999945,3.351999998,3.177999973,3.187999964
230,Togo,7323158,7509952,7698475,7889094,8082366,55.06132737,55.26701839,55.51219631,55.79600849,56.11429871,2.203999996,2.174999952,2.125999928,2.078999996,2.038000107,1.700000048,1.661000013,1.621999979,1.585999966,1.547000051,2.698999882,2.681999922,2.624000072,2.566999912,2.523999929
237,Tonga,100781,101133,101998,103197,104494,57.59815838,57.89603789,58.25212259,58.63058035,58.98520489,1.126999974,1.110000014,1.080000043,1.052000046,1.116999984,2.059000015,2.032000065,1.965000033,1.922999978,2.02699995,0.528999984,0.518000007,0.512000024,0.493000001,0.533999979
240,Trinidad and Tobago,1370328,1377564,1384072,1389858,1394973,69.65376173,69.36939226,69.09690989,68.84547391,68.62061129,2.210999966,2.971999884,2.70600009,2.5,2.686000109,2.608999968,2.953000069,2.65199995,2.54399991,2.825000048,1.924999952,2.986000061,2.746000051,2.467000008,2.582999945
241,Tunisia,11179949,11303946,11433443,11565204,11694719,68.54499068,68.17212044,67.83604029,67.51420057,67.18043418,15.21800041,15.51399994,15.37899971,15.45899963,16.02199936,22.41600037,23.44300079,23.12100029,23.13100052,23.40999985,12.57199955,12.625,12.58100033,12.70499992,13.38300037
242,Turkey,78529409,79821724,81101892,82319724,83429615,66.53134624,66.62572399,66.74153146,66.86737692,66.9828933,10.23600006,10.83899975,10.81900024,10.89000034,13.48999977,12.56200027,13.59599972,13.85400009,13.73499966,16.42200089,9.154999733,9.526000023,9.340999603,9.487999916,12.04699993
233,Turkmenistan,5565287,5662372,5757669,5850908,5942089,65.48120519,65.01405419,64.81218869,64.7510016,64.64928412,3.953999996,3.920000076,3.858999968,3.799999952,3.913000107,2.221999884,2.194999933,2.148999929,2.104000092,2.178999901,5.164999962,5.122000217,5.050000191,4.980000019,5.116000175
226,Turks and Caicos Islands,35981,36559,37115,37665,38191,,,,,,,,,,,,,,,,,,,,
243,Tuvalu,11099,11225,11370,11508,11646,,,,,,,,,,,,,,,,,,,,
245,Uganda,38225453,39647506,41162465,42723139,44269594,50.12964268,50.42476808,50.75975692,51.1284879,51.53743447,1.858999968,1.832999945,1.789999962,1.748999953,1.843000054,2.381000042,2.328999996,2.303999901,2.244999886,2.296000004,1.356999993,1.355000019,1.291000009,1.266000032,1.402999997
246,Ukraine,45154036,45004674,44831135,44622518,44385155,69.06664959,68.67125428,68.21581664,67.75290039,67.35529124,9.140000343,9.350000381,9.510000229,8.798999786,8.881999969,8.076999664,7.69299984,7.747000217,7.423999786,7.796000004,10.09599972,10.83399963,11.08600044,10.02900028,9.852000237
6,United Arab Emirates,9262900,9360980,9487203,9630959,9770529,84.90274104,84.62749627,84.46089959,84.31148965,84.13083877,1.909999967,1.636000037,2.463000059,2.229000092,2.34800005,4.703000069,4.199999809,7.136000156,6.186999798,6.046000004,1.373999953,1.118999958,1.480000019,1.391000032,1.559000015
79,United Kingdom,65116219,65611593,66058859,66460344,66834405,64.46994818,64.25192612,64.07385559,63.92605226,63.79560384,5.301000118,4.813000202,4.335000038,3.996000051,3.851000071,5.124000072,4.683000088,4.21999979,3.940000057,3.575000048,5.454999924,4.926000118,4.43599987,4.045000076,4.093999863
249,United States,320635163,322941311,324985539,326687501,328239523,66.1333887,65.94297877,65.72210602,65.48330596,65.24107673,5.28000021,4.868999958,4.355000019,3.895999908,3.681999922,5.177000046,4.788000107,4.308000088,3.836999893,3.615999937,5.367000103,4.938000202,4.395999908,3.946000099,3.737999916
247,Upper middle income,2773653730,2795835267,2817780046,2837704209,2855862780,69.95958169,69.73036387,69.47156416,69.19845987,68.93649637,5.695360625,5.924893982,5.926738193,5.811806796,5.94048844,5.627350707,5.864876273,5.917314836,5.809632631,5.957157108,5.745876809,5.968679712,5.933392091,5.812897147,5.92801645
248,Uruguay,3412009,3424132,3436646,3449299,3461734,64.4317175,64.46690531,64.52274183,64.57749939,64.60068856,7.487999916,7.84100008,7.889999866,8.336000443,8.730999947,8.855999947,9.451000214,9.482000351,10.08899975,10.65799999,6.364999771,6.5,6.563000202,6.873000145,7.122000217
250,Uzbekistan,31298900,31847900,32388600,32956100,33580650,67.58650956,67.4698238,67.21691651,66.89480471,66.60697097,5.150000095,5.159999847,5.829999924,5.736000061,5.916999817,4.886000156,4.90199995,5.611000061,5.517000198,5.688000202,5.333000183,5.339000225,5.981999874,5.887000084,6.076000214
256,Vanuatu,271130,278330,285510,292680,299882,57.20318666,57.39948981,57.46383664,57.51161678,57.67335152,4.566999912,4.521999836,4.44299984,4.368000031,4.385000229,5.09100008,5.06400013,4.989999771,4.897999763,4.914000034,4.162000179,4.102000237,4.020999908,3.957999945,3.976999998
252,Venezuela,30081829,29846179,29390409,28870195,28515829,65.25471573,65.13920772,65.0856982,65.0663628,64.98478442,7.440000057,7.389999866,7.302000046,7.217000008,8.800999641,8.482999802,8.11400032,8.029000282,8,9.319999695,6.749000072,6.918000221,6.833000183,6.717000008,8.468000412
255,Vietnam,92677076,93638724,94596642,95540395,96462106,70.3118126,70.13834047,69.87142097,69.55234487,69.23249944,2.125,2.082999945,2.052999973,1.993000031,2.013000011,1.993999958,1.927000046,1.881999969,1.83099997,1.904000044,2.243999958,2.226000071,2.210000038,2.14199996,2.112999916
254,Virgin Islands (U.S.),107710,107510,107268,106977,106631,62.21917338,61.76467783,61.36075073,60.99828047,60.63129913,9.527000427,9.164999962,8.74600029,8.397999763,8.661999702,10.23700047,9.904999733,9.454000473,9.088000298,9.220999718,8.788999557,8.388999939,8,7.668000221,8.069000244
194,West Bank and Gaza,4270092,4367088,4454805,4569087,4685306,57.0805751,57.35764576,57.64318833,57.91933298,58.17692545,23.00499916,23.93899918,25.67700005,26.25600052,26.16900063,34.29800034,37.92900085,42.76900101,41.84999847,40.94499969,20.18799973,20.55999947,21.50399971,22.3939991,22.47599983
257,World,7338964954,7424286143,7509074479,7591945271,7673533974,65.56136614,65.49911245,65.4189166,65.33090491,65.25204175,5.637743214,5.669974954,5.570011976,5.39221306,5.39506305,5.828926746,5.876281473,5.77659429,5.580953729,5.582017996,5.516431863,5.538775074,5.438402989,5.27161534,5.276207301
260,Yemen,26497889,27168210,27834821,28498687,29161922,56.51223764,56.81015472,57.14696762,57.50883997,57.8744844,13.39500046,13.30700016,13.15200043,13.00199986,12.90999985,25.29500008,25.46699905,25.46899986,25.30699921,24.87999916,12.34500027,12.2510004,12.09399986,11.95199966,11.91499996
262,Zambia,15879361,16363507,16853688,17351822,17861030,51.7587641,52.09097001,52.50382426,52.96418082,53.42217666,10.10499954,10.88199997,11.6260004,11.5,11.42500019,10.68700027,11.62899971,12.56999969,12.44799995,12.23700047,9.569999695,10.19099998,10.74800014,10.61400032,10.66499996
263,Zimbabwe,13814629,14030390,14236745,14439018,14645468,54.60345696,54.47313396,54.5059405,54.65941011,54.86126493,5.302000046,5.252999783,5.168000221,5.086999893,4.953999996,5.894999981,5.84100008,5.738999844,5.59800005,5.458000183,4.684999943,4.642000198,4.576000214,4.554999828,4.433000088
=======
,Country Name,2015 Total Pop,2016 Total Pop,2017 Total Pop,2018 Total Pop,2019 Total Pop,2015 Adults (%),2016 Adults (%),2017 Adults (%),2018 Adults (%),2019 Adults (%),2015 Total Unemployment,2016 Total Unemployment,2017 Total Unemployment,2018 Total Unemployment,2019 Total Unemployment,2015 Female Unemployment,2016 Female Unemployment,2017 Female Unemployment,2018 Female Unemployment,2019 Female Unemployment,2015 Male Unemployment,2016 Male Unemployment,2017 Male Unemployment,2018 Male Unemployment,2019 Male Unemployment,2015 Access to Electricity,2016 Access to Electricity,2017 Access to Electricity,2018 Access to Electricity,2015 Mortality (<5),2016 Mortality (<5),2017 Mortality (<5),2018 Mortality (<5),2019 Mortality (<5),2015 Female Life Expectancy,2016 Female Life Expectancy,2017 Female Life Expectancy, 2018 Female Life Expectancy,2015 Male Life Expectancy,2016 Male Life Expectancy,2017 Male Life Expectancy, 2018 Male Life Expectancy,2015 Military Expenditure (%GDP),2016 Military Expenditure (%GDP),2017 Military Expenditure (%GDP), 2018 Military Expenditure (%GDP),2019 Military Expenditure (%GDP)
0,Aruba,104341.0,104872.0,105366.0,105845.0,106314.0,69.1597742018957,69.1376153787474,68.94633942638039,68.6466058859653,68.3211994657336,,,,,,,,,,,,,,,,100.0,100.0,100.0,100.0,,,,,,78.101,78.237,78.372,78.507,73.208,73.348,73.488,73.628,,,,,
1,Afghanistan,34413603.0,35383128.0,36296400.0,37172386.0,38041754.0,52.644298825670795,53.2079642015981,53.7632225246819,54.3248975483403,54.9119343971364,11.387000083923303,11.312999725341802,11.184000015258801,11.057000160217301,11.1180000305176,14.427000045776401,14.3140001296997,14.0900001525879,13.9060001373291,14.003999710083,10.684000015258801,10.571000099182099,10.4160003662109,10.2869997024536,10.331000328063999,71.5,97.7,97.7,98.71320343,70.4,67.6,64.9,62.5,60.3,64.877,65.275,65.656,66.02600000000001,61.965,62.343,62.701,63.047,3.833142187,3.680251052,3.65259209,3.724855275,4.16099487
2,Angola,27884381.0,28842484.0,29816748.0,30809762.0,31825295.0,50.6151669639,50.6856291078069,50.8077871356001,50.9747016426956,51.17863322241,7.28200006484985,7.22300004959106,7.11899995803833,7.019000053405759,6.8860001564025906,7.6810002326965305,7.5630002021789595,7.46700000762939,7.3270001411438,6.94199991226196,6.88299989700317,6.881999969482419,6.769000053405759,6.70800018310547,6.82999992370605,42.0,40.66801834,41.96289444,43.25925827,88.2,84.2,80.6,77.7,74.7,62.236999999999995,62.783,63.251999999999995,63.666000000000004,56.736999999999995,57.242,57.677,58.06399999999999,11.47984953,12.39996009,10.53525327,9.503921697000001,8.871212435
3,Albania,2880703.0,2876101.0,2873457.0,2866376.0,2854191.0,68.7047247322534,68.66009247383799,68.6426142157412,68.5823903647225,68.3978052821376,17.0799999237061,15.220000267028801,13.75,12.3400001525879,12.331000328064,17.097999572753903,14.572999954223599,12.562999725341802,11.229000091552699,11.604000091552699,17.068000793457,15.6780004501343,14.5900001525879,13.126999855041499,12.8459997177124,100.0,100.0,100.0,100.0,9.6,9.4,9.4,9.5,9.7,80.107,80.134,80.148,80.167,76.066,76.35300000000001,76.601,76.816,3.826274162,3.78723434,3.8051811,3.9913008760000004,4.289390567
4,Andorra,78011.0,77297.0,77001.0,77006.0,77142.0,,,,,,,,,,,,,,,,,,,,,100.0,100.0,100.0,100.0,3.5,3.4,3.2,3.1,3.0,,,,,,,,,,,,,
5,Arab World,396028278.0,404024435.0,411898967.0,419790591.0,427870270.0,62.714050957459,62.6594559433802,62.64962780951279,62.661687490051406,62.672706140334995,10.6753196937496,10.450944914784198,10.6413131629946,10.563344261297301,10.3369462233629,20.0161802509865,19.968724326674,20.3613957535028,20.3821938881905,19.9541998525712,8.19390895838925,7.89839873941893,8.097088217644941,7.998258533349191,7.82401188172669,88.72009737,89.3086017,90.28363756,89.28685622,37.5512591,36.75488354,35.9790097,35.35389557,34.668926299999995,73.1464797,73.32106549,73.49336627,73.66302795,69.52897371,69.72466653,69.92125014,70.1159947,21.737997600000003,17.82777111,20.66692998,18.385118300000002,15.79624784
6,United Arab Emirates,9262900.0,9360980.0,9487203.0,9630959.0,9770529.0,84.9027410422222,84.6274962664165,84.46089959285159,84.31148964500841,84.130838770347,1.9099999666213998,1.6360000371933001,2.46300005912781,2.22900009155273,2.34800004959106,4.70300006866455,4.19999980926514,7.1360001564025906,6.1869997978210405,6.0460000038147,1.37399995326996,1.11899995803833,1.4800000190734899,1.39100003242493,1.55900001525879,100.0,100.0,100.0,100.0,7.8,7.8,7.7,7.6,7.5,78.678,78.846,79.008,79.164,76.605,76.79,76.96600000000001,77.133,,,,,
7,Argentina,43131966.0,43590368.0,44044811.0,44494502.0,44938712.0,64.0600197569769,64.0605666116429,64.0835225051061,64.1212772887989,64.1613658498285,7.75,7.9770002365112305,8.34700012207031,9.22000026702881,9.788999557495119,8.85099983215332,9.11800003051758,9.46399974822998,10.5380001068115,10.921999931335401,6.96500015258789,7.150000095367429,7.52699995040894,8.22599983215332,8.9350004196167,99.82711792,99.95912170000001,100.0,100.0,11.5,10.9,10.3,9.8,9.3,79.434,79.583,79.726,79.863,72.61399999999999,72.768,72.92399999999999,73.082,2.055121809,1.948954748,2.0615876159999997,1.900613417,1.865128104
8,Armenia,2925553.0,2936146.0,2944809.0,2951776.0,2957731.0,69.0425707549991,68.76105829995339,68.4489663273217,68.11276041799,67.7503802746092,18.260999679565398,17.617000579834002,17.7049999237061,17.496000289917,16.9899997711182,19.252000808715803,17.4839992523193,17.4710006713867,17.1989994049072,17.2950000762939,17.3859996795654,17.7310009002686,17.9060001373291,17.7509994506836,16.7290000915527,100.0,100.0,100.0,100.0,14.4,13.7,13.0,12.4,11.8,77.708,77.949,78.165,78.354,70.921,71.02199999999999,71.115,71.215,16.09987433,15.12266232,14.79147635,20.85990446,19.76987499
9,American Samoa,55812.0,55741.0,55620.0,55465.0,55312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Antigua and Barbuda,93566.0,94527.0,95426.0,96286.0,97118.0,69.26875146955089,69.2320712600633,69.1928824429401,69.1190827326922,68.9903004592352,,,,,,,,,,,,,,,,100.0,100.0,100.0,100.0,7.8,7.4,7.1,6.9,6.6,77.665,77.766,77.87100000000001,77.983,75.242,75.41,75.571,75.721,,,,,
11,Australia,23815995.0,24190907.0,24601860.0,24982688.0,25364307.0,66.2580494091257,65.9065730162399,65.5309417025767,65.1529077338752,64.8033515429272,6.05399990081787,5.71000003814697,5.59100008010864,5.2979998588562,5.26800012588501,6.07299995422363,5.77899980545044,5.6680002212524405,5.31799983978271,5.32800006866455,6.03900003433228,5.65100002288818,5.525000095367429,5.2810001373291,5.21500015258789,100.0,100.0,100.0,100.0,3.9,3.8,3.7,3.7,3.6,84.5,84.6,84.6,84.9,80.4,80.4,80.5,80.7,5.222437611,5.577905241,5.441281916,5.163764573,5.116305253999999
12,Austria,8642699.0,8736668.0,8797566.0,8840521.0,8877067.0,67.0395429709195,66.9201962982639,66.812507305921,66.7004859083869,66.5625360827828,5.72300004959106,6.01399993896484,5.499000072479251,4.84800004959106,4.6739997863769505,5.30800008773804,5.5430002212524405,5.0310001373291,4.65000009536743,4.54699993133545,6.08500003814697,6.42600011825562,5.90799999237061,5.019999980926509,4.78399991989136,100.0,100.0,100.0,100.0,3.7,3.6,3.6,3.5,3.5,83.7,84.1,84.0,84.1,78.8,79.3,79.4,79.4,1.368125644,1.458757239,1.5437386169999998,1.53307127,1.51366063
13,Azerbaijan,9649341.0,9757812.0,9854033.0,9939771.0,10023318.0,71.3895878982556,71.02714110855919,70.7226479179956,70.43524738889859,70.11169103273001,4.96000003814697,5.0,5.0,4.90000009536743,5.508999824523929,5.86700010299683,5.90799999237061,5.92700004577637,5.76599979400635,6.33500003814697,4.087999820709229,4.13500022888184,4.11899995803833,4.0760002136230495,4.723999977111821,100.0,100.0,100.0,100.0,26.3,24.6,23.0,21.6,20.4,74.956,75.08800000000001,75.215,75.336,69.543,69.858,70.128,70.345,14.12855377,10.42615896,10.55362493,10.74785436,11.32174413
14,Burundi,10160030.0,10487998.0,10827024.0,11175378.0,11530580.0,52.3834673716515,52.3029616242189,52.2577451836004,52.2513787905443,52.287257015692205,1.55200004577637,1.52799999713898,1.48699998855591,1.44799995422363,1.42700004577637,1.12600004673004,1.1230000257492099,1.07299995422363,1.03299999237061,1.00899994373322,2.01500010490417,1.9670000076293899,1.93400001525879,1.8960000276565598,1.8780000209808303,8.631607056,9.637499809,9.3,11.02425194,67.2,64.1,61.3,58.8,56.5,61.893,62.301,62.675,63.031000000000006,58.325,58.726000000000006,59.092,59.435,8.101861409,9.996469158,8.579980099,8.430620872999999,7.776223156
15,Belgium,11274196.0,11331422.0,11375158.0,11427054.0,11484055.0,64.85353394862129,64.6114376604001,64.3794416479243,64.1558335012748,63.935230890395005,8.48200035095215,7.82999992370605,7.08599996566772,5.94799995422363,5.58900022506714,7.76800012588501,7.55999994277954,7.05399990081787,5.5619997978210405,5.13600015640259,9.092000007629391,8.05900001525879,7.1139998435974094,6.28000020980835,5.9770002365112305,100.0,100.0,100.0,100.0,3.9,3.8,3.7,3.5,3.4,83.4,84.0,83.9,83.9,78.7,79.0,79.2,79.4,1.715341189,1.7070130380000001,1.717443054,1.7378885990000001,1.791722185
16,Benin,10575952.0,10872067.0,11175204.0,11485048.0,11801151.0,53.73519093127499,53.8983079844184,54.0874712018525,54.2987123079372,54.5295963080211,2.58200001716614,2.53699994087219,2.4590001106262203,2.3859999179840097,2.23200011253357,2.77600002288818,2.74799990653992,2.66400003433228,2.56699991226196,2.33599996566772,2.3949999809265097,2.33299994468689,2.2609999179840097,2.21099996566772,2.1319999694824197,37.70040131,38.97025299,34.5,41.52923965,99.6,97.4,95.1,92.8,90.3,62.082,62.379,62.687,63.003,59.1,59.361000000000004,59.633,59.913999999999994,4.3987447,4.366126549,5.176355784,3.8229319489999996,2.859603506
17,Burkina Faso,18110624.0,18646378.0,19193284.0,19751535.0,20321378.0,52.0181855688683,52.2026259606635,52.4098388004856,52.6449378491703,52.9148909094649,6.4180002212524405,6.343999862670901,6.21600008010864,6.093999862670901,6.26399993896484,9.38799953460693,9.31999969482422,9.13000011444092,8.94999980926514,9.22299957275391,4.01800012588501,3.9400000572204603,3.86199998855591,3.78500008583069,3.8800001144409197,16.30467415,16.8605938,17.50648117,14.4,100.7,97.0,93.9,90.7,87.5,60.525,60.988,61.43,61.863,59.183,59.592,59.981,60.361000000000004,6.143704662,5.387174482000001,5.195314408,7.949459817999999,9.014804814
18,Bangladesh,156256276.0,157970840.0,159670593.0,161356039.0,163046161.0,65.6185771379833,66.1113230721407,66.625937004745,67.1355868778783,67.60528326698841,4.37799978256226,4.349999904632569,4.37200021743774,4.281000137329101,4.19000005722046,7.46700000762939,7.37900018692017,6.744999885559079,6.6230001449585,6.2039999961853,3.16100001335144,3.12800002098084,3.34699988365173,3.25999999046326,3.30599999427795,73.12796783,75.92,88.0,85.16042328,37.5,35.7,33.9,32.3,30.8,73.316,73.655,73.97800000000001,74.291,69.97800000000001,70.192,70.40899999999999,70.637,10.51397839,10.92106449,9.782484547000001,9.573014438,9.711647447999999
19,Bulgaria,7177991.0,7127822.0,7075947.0,7025037.0,6975761.0,65.7074330868291,65.254273902527,64.7976668313048,64.3826202477506,64.0616538090281,9.14299964904785,7.574999809265139,6.16400003433228,5.21099996566772,4.34000015258789,8.41600036621094,6.96799993515015,5.94600009918213,4.65299987792969,3.9690001010894798,9.77600002288818,8.09799957275391,6.354000091552731,5.69000005722046,4.657000064849849,100.0,100.0,100.0,100.0,8.1,7.7,7.4,7.0,6.7,78.2,78.5,78.4,78.6,71.2,71.3,71.4,71.5,3.337620002,3.800916579,3.815981513,4.222775952,8.407620254
20,Bahrain,1371851.0,1425791.0,1494074.0,1569439.0,1641172.0,76.826054724602,77.267581807164,77.78620364693629,78.3193560020542,78.7624941200557,1.12999999523163,0.9190000295639041,0.7009999752044681,0.6499999761581421,0.71399998664856,3.7449998855590803,3.27999997138977,2.79200005531311,2.6559998989105202,2.96300005912781,0.404000014066696,0.27599999308586104,0.148000001907349,0.133000001311302,0.150000005960464,100.0,100.0,100.0,100.0,7.6,7.4,7.3,7.1,6.9,77.848,77.997,78.143,78.285,75.936,76.063,76.188,76.312,12.67118486,13.30077538,13.34645669,12.00668896,12.08142726
